ID,Material_transformation_id,Type,Quantity,Condition,Unit
584,55,Slurry,,Reactor condition,L
585,55,Powder(Suspended),,Catalyst set up condition,GM
586,55,Not spedified,,Lamp power condition,W
587,55,Not spedified,,Lamp irradiance condition,W-PER-M2
588,55,,25.00,Temperature condition,DEG_C
589,55,,,Preasure condition,BAR
590,55,,,Space velocity condition,PER-HR
591,55,,5.00,Reaction time condition,HR
592,55,Liquid,0,Reaction medium condition,PH
593,55,Visible,400-780,Wavelength condition,NanoM
594,55,Visible,,Illuminated area condition,M2
595,56,Slurry,100.00,Reactor condition,L
596,56,Powder(Suspended),0.1,Catalyst set up condition,GM
597,56,Mercury(Hg),8.00,Lamp power condition,W
598,56,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
599,56,,,Temperature condition,DEG_C
600,56,,1.10,Preasure condition,BAR
601,56,,,Space velocity condition,PER-HR
602,56,,24.00,Reaction time condition,HR
603,56,Liquid,0,Reaction medium condition,PH
604,56,UV,192-280(UV-A),Wavelength condition,NanoM
605,56,UV,,Illuminated area condition,M2
606,57,Slurry,100.00,Reactor condition,L
607,57,Powder(Suspended),0.1,Catalyst set up condition,GM
608,57,Mercury(Hg),8.00,Lamp power condition,W
609,57,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
610,57,,,Temperature condition,DEG_C
611,57,,1.10,Preasure condition,BAR
612,57,,,Space velocity condition,PER-HR
613,57,,24.00,Reaction time condition,HR
614,57,Liquid,0,Reaction medium condition,PH
615,57,UV,192-280(UV-A),Wavelength condition,NanoM
616,57,UV,,Illuminated area condition,M2
617,58,Fixed-bed,,Reactor condition,L
618,58,Film,Thickness (film): 27-33 nm,Catalyst set up condition,GM
619,58,Mercury(Hg),125.70,Lamp power condition,W
620,58,Mercury(Hg),9999.99,Lamp irradiance condition,W-PER-M2
621,58,,75.00,Temperature condition,DEG_C
622,58,,,Preasure condition,BAR
623,58,,,Space velocity condition,PER-HR
624,58,,,Reaction time condition,HR
625,58,Gas,,Reaction medium condition,PH
626,58,UV,315-400(UV-C),Wavelength condition,NanoM
627,58,UV,,Illuminated area condition,M2
628,59,Fixed-bed,,Reactor condition,L
629,59,Film,Thickness (film): 27-33 nm,Catalyst set up condition,GM
630,59,Mercury(Hg),125.70,Lamp power condition,W
631,59,Mercury(Hg),9999.99,Lamp irradiance condition,W-PER-M2
632,59,,75.00,Temperature condition,DEG_C
633,59,,,Preasure condition,BAR
634,59,,,Space velocity condition,PER-HR
635,59,,,Reaction time condition,HR
636,59,Gas,,Reaction medium condition,PH
637,59,UV,315-400(UV-C),Wavelength condition,NanoM
638,59,UV,,Illuminated area condition,M2
639,60,Fixed-bed,,Reactor condition,L
640,60,Film,Thickness (film): 27-33 nm,Catalyst set up condition,GM
641,60,Mercury(Hg),125.70,Lamp power condition,W
642,60,Mercury(Hg),9999.99,Lamp irradiance condition,W-PER-M2
643,60,,75.00,Temperature condition,DEG_C
644,60,,,Preasure condition,BAR
645,60,,,Space velocity condition,PER-HR
646,60,,,Reaction time condition,HR
647,60,Gas,,Reaction medium condition,PH
648,60,UV,315-400(UV-C),Wavelength condition,NanoM
649,60,UV,,Illuminated area condition,M2
650,61,Slurry,0.01,Reactor condition,L
651,61,Powder(Suspended),0.005,Catalyst set up condition,GM
652,61,Halogen,250.00,Lamp power condition,W
653,61,Halogen,0.45,Lamp irradiance condition,W-PER-M2
654,61,,20.00,Temperature condition,DEG_C
655,61,,,Preasure condition,BAR
656,61,,,Space velocity condition,PER-HR
657,61,,4.00,Reaction time condition,HR
658,61,Liquid,0,Reaction medium condition,PH
659,61,Visible,400-780,Wavelength condition,NanoM
660,61,Visible,,Illuminated area condition,M2
661,62,Fixed-bed,,Reactor condition,L
662,62,Powder(Supported),0.01,Catalyst set up condition,GM
663,62,Mercury(Hg),100.00,Lamp power condition,W
664,62,Mercury(Hg),110.00,Lamp irradiance condition,W-PER-M2
665,62,,25.00,Temperature condition,DEG_C
666,62,,1.00,Preasure condition,BAR
667,62,,,Space velocity condition,PER-HR
668,62,,2.00,Reaction time condition,HR
669,62,Gas,,Reaction medium condition,PH
670,62,UV,315-400(UV-C),Wavelength condition,NanoM
671,62,UV,,Illuminated area condition,M2
672,63,Slurry,,Reactor condition,L
673,63,Powder(Suspended),1g/l,Catalyst set up condition,GM
674,63,Mercury(Hg),8.00,Lamp power condition,W
675,63,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
676,63,,,Temperature condition,DEG_C
677,63,,1.10,Preasure condition,BAR
678,63,,,Space velocity condition,PER-HR
679,63,,24.00,Reaction time condition,HR
680,63,Liquid,0,Reaction medium condition,PH
681,63,UV,192-280(UV-A),Wavelength condition,NanoM
682,63,UV,,Illuminated area condition,M2
683,64,Slurry,,Reactor condition,L
684,64,Powder(Suspended),1g/l,Catalyst set up condition,GM
685,64,Mercury(Hg),8.00,Lamp power condition,W
686,64,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
687,64,,,Temperature condition,DEG_C
688,64,,1.10,Preasure condition,BAR
689,64,,,Space velocity condition,PER-HR
690,64,,24.00,Reaction time condition,HR
691,64,Liquid,0,Reaction medium condition,PH
692,64,UV,315-400(UV-C),Wavelength condition,NanoM
693,64,UV,,Illuminated area condition,M2
694,65,Slurry,,Reactor condition,L
695,65,Powder(Suspended),1g/l,Catalyst set up condition,GM
696,65,Mercury(Hg),8.00,Lamp power condition,W
697,65,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
698,65,,,Temperature condition,DEG_C
699,65,,1.10,Preasure condition,BAR
700,65,,,Space velocity condition,PER-HR
701,65,,24.00,Reaction time condition,HR
702,65,Liquid,0,Reaction medium condition,PH
703,65,Visible,400-780,Wavelength condition,NanoM
704,65,Visible,,Illuminated area condition,M2
705,66,Slurry,,Reactor condition,L
706,66,Powder(Suspended),1g/l,Catalyst set up condition,GM
707,66,Mercury(Hg),8.00,Lamp power condition,W
708,66,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
709,66,,,Temperature condition,DEG_C
710,66,,1.10,Preasure condition,BAR
711,66,,,Space velocity condition,PER-HR
712,66,,24.00,Reaction time condition,HR
713,66,Liquid,0,Reaction medium condition,PH
714,66,UV,192-280(UV-A),Wavelength condition,NanoM
715,66,UV,,Illuminated area condition,M2
716,67,Slurry,,Reactor condition,L
717,67,Powder(Suspended),1g/l,Catalyst set up condition,GM
718,67,Mercury(Hg),8.00,Lamp power condition,W
719,67,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
720,67,,,Temperature condition,DEG_C
721,67,,1.10,Preasure condition,BAR
722,67,,,Space velocity condition,PER-HR
723,67,,24.00,Reaction time condition,HR
724,67,Liquid,0,Reaction medium condition,PH
725,67,UV,315-400(UV-C),Wavelength condition,NanoM
726,67,UV,,Illuminated area condition,M2
727,68,Slurry,,Reactor condition,L
728,68,Powder(Suspended),1g/l,Catalyst set up condition,GM
729,68,Mercury(Hg),8.00,Lamp power condition,W
730,68,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
731,68,,,Temperature condition,DEG_C
732,68,,1.10,Preasure condition,BAR
733,68,,,Space velocity condition,PER-HR
734,68,,24.00,Reaction time condition,HR
735,68,Liquid,0,Reaction medium condition,PH
736,68,Visible,400-780,Wavelength condition,NanoM
737,68,Visible,,Illuminated area condition,M2
738,70,Slurry,0.10,Reactor condition,L
739,70,Powder(Suspended),0.15,Catalyst set up condition,GM
740,70,Halogen,500.00,Lamp power condition,W
741,70,Halogen,,Lamp irradiance condition,W-PER-M2
742,70,,25.00,Temperature condition,DEG_C
743,70,,1.00,Preasure condition,BAR
744,70,,,Space velocity condition,PER-HR
745,70,,10.00,Reaction time condition,HR
746,70,Liquid,0,Reaction medium condition,PH
747,70,Visible,400-780,Wavelength condition,NanoM
748,70,Visible,,Illuminated area condition,M2
749,71,Slurry,0.10,Reactor condition,L
750,71,Powder(Suspended),0.15,Catalyst set up condition,GM
751,71,Halogen,500.00,Lamp power condition,W
752,71,Halogen,,Lamp irradiance condition,W-PER-M2
753,71,,25.00,Temperature condition,DEG_C
754,71,,1.00,Preasure condition,BAR
755,71,,,Space velocity condition,PER-HR
756,71,,10.00,Reaction time condition,HR
757,71,Liquid,0,Reaction medium condition,PH
758,71,Visible,400-780,Wavelength condition,NanoM
759,71,Visible,,Illuminated area condition,M2
760,72,Slurry,0.10,Reactor condition,L
761,72,Powder(Suspended),0.15,Catalyst set up condition,GM
762,72,Halogen,500.00,Lamp power condition,W
763,72,Halogen,,Lamp irradiance condition,W-PER-M2
764,72,,25.00,Temperature condition,DEG_C
765,72,,1.00,Preasure condition,BAR
766,72,,,Space velocity condition,PER-HR
767,72,,10.00,Reaction time condition,HR
768,72,Liquid,0,Reaction medium condition,PH
769,72,Visible,400-780,Wavelength condition,NanoM
770,72,Visible,,Illuminated area condition,M2
771,75,Fixed-bed,0.30,Reactor condition,L
772,75,Other,0.3,Catalyst set up condition,GM
773,75,Xenon(Xe),300.00,Lamp power condition,W
774,75,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
775,75,,,Temperature condition,DEG_C
776,75,,,Preasure condition,BAR
777,75,,,Space velocity condition,PER-HR
778,75,,4.00,Reaction time condition,HR
779,75,Gas,,Reaction medium condition,PH
780,75,Visible,400-780,Wavelength condition,NanoM
781,75,Visible,,Illuminated area condition,M2
782,76,Fixed-bed,0.30,Reactor condition,L
783,76,Other,0.3,Catalyst set up condition,GM
784,76,Xenon(Xe),300.00,Lamp power condition,W
785,76,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
786,76,,,Temperature condition,DEG_C
787,76,,,Preasure condition,BAR
788,76,,,Space velocity condition,PER-HR
789,76,,4.00,Reaction time condition,HR
790,76,Gas,,Reaction medium condition,PH
791,76,Visible,400-780,Wavelength condition,NanoM
792,76,Visible,,Illuminated area condition,M2
793,77,Slurry,100.00,Reactor condition,L
794,77,Powder(Suspended),0.1,Catalyst set up condition,GM
795,77,Mercury(Hg),8.00,Lamp power condition,W
796,77,Mercury(Hg),17.20,Lamp irradiance condition,W-PER-M2
797,77,,,Temperature condition,DEG_C
798,77,,1.10,Preasure condition,BAR
799,77,,,Space velocity condition,PER-HR
800,77,,24.00,Reaction time condition,HR
801,77,Liquid,0,Reaction medium condition,PH
802,77,UV,192-280(UV-A),Wavelength condition,NanoM
803,77,UV,0.01,Illuminated area condition,M2
804,78,Slurry,,Reactor condition,L
805,78,Film,,Catalyst set up condition,GM
806,78,Fluorescent,75.00,Lamp power condition,W
807,78,Fluorescent,,Lamp irradiance condition,W-PER-M2
808,78,,,Temperature condition,DEG_C
809,78,,,Preasure condition,BAR
810,78,,,Space velocity condition,PER-HR
811,78,,3.00,Reaction time condition,HR
812,78,Liquid,0,Reaction medium condition,PH
813,78,Visible,400-780,Wavelength condition,NanoM
814,78,Visible,,Illuminated area condition,M2
815,79,Slurry,,Reactor condition,L
816,79,Film,,Catalyst set up condition,GM
817,79,Fluorescent,75.00,Lamp power condition,W
818,79,Fluorescent,,Lamp irradiance condition,W-PER-M2
819,79,,,Temperature condition,DEG_C
820,79,,,Preasure condition,BAR
821,79,,,Space velocity condition,PER-HR
822,79,,3.00,Reaction time condition,HR
823,79,Liquid,0,Reaction medium condition,PH
824,79,Visible,400-780,Wavelength condition,NanoM
825,79,Visible,,Illuminated area condition,M2
826,80,Slurry,,Reactor condition,L
827,80,Film,,Catalyst set up condition,GM
828,80,Fluorescent,75.00,Lamp power condition,W
829,80,Fluorescent,,Lamp irradiance condition,W-PER-M2
830,80,,,Temperature condition,DEG_C
831,80,,,Preasure condition,BAR
832,80,,,Space velocity condition,PER-HR
833,80,,3.00,Reaction time condition,HR
834,80,Liquid,0,Reaction medium condition,PH
835,80,Visible,400-780,Wavelength condition,NanoM
836,80,Visible,,Illuminated area condition,M2
837,81,Fixed-bed,3.00,Reactor condition,L
838,81,Powder(Supported),,Catalyst set up condition,GM
839,81,Xenon(Xe),,Lamp power condition,W
840,81,Xenon(Xe),24.00,Lamp irradiance condition,W-PER-M2
841,81,,,Temperature condition,DEG_C
842,81,,,Preasure condition,BAR
843,81,,,Space velocity condition,PER-HR
844,81,,4.00,Reaction time condition,HR
845,81,Gas,,Reaction medium condition,PH
846,81,UV,192-280(UV-A),Wavelength condition,NanoM
847,81,UV,,Illuminated area condition,M2
848,82,Fixed-bed,3.00,Reactor condition,L
849,82,Powder(Supported),,Catalyst set up condition,GM
850,82,Xenon(Xe),,Lamp power condition,W
851,82,Xenon(Xe),24.00,Lamp irradiance condition,W-PER-M2
852,82,,,Temperature condition,DEG_C
853,82,,,Preasure condition,BAR
854,82,,,Space velocity condition,PER-HR
855,82,,4.00,Reaction time condition,HR
856,82,Gas,,Reaction medium condition,PH
857,82,UV,192-280(UV-A),Wavelength condition,NanoM
858,82,UV,,Illuminated area condition,M2
859,83,Fixed-bed,,Reactor condition,L
860,83,Powder(Supported),0.3,Catalyst set up condition,GM
861,83,Mercury(Hg),500.00,Lamp power condition,W
862,83,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
863,83,,,Temperature condition,DEG_C
864,83,,0.25,Preasure condition,BAR
865,83,,,Space velocity condition,PER-HR
866,83,,6.00,Reaction time condition,HR
867,83,Gas,,Reaction medium condition,PH
868,83,UV,192-280(UV-A),Wavelength condition,NanoM
869,83,UV,,Illuminated area condition,M2
870,84,Slurry,0.10,Reactor condition,L
871,84,Powder(Suspended),0.1,Catalyst set up condition,GM
872,84,Mercury(Hg),8.00,Lamp power condition,W
873,84,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
874,84,,,Temperature condition,DEG_C
875,84,,1.10,Preasure condition,BAR
876,84,,,Space velocity condition,PER-HR
877,84,,24.00,Reaction time condition,HR
878,84,Liquid,0,Reaction medium condition,PH
879,84,UV,192-280(UV-A),Wavelength condition,NanoM
880,84,UV,,Illuminated area condition,M2
881,85,Fixed-bed,30.00,Reactor condition,L
882,85,Powder(Supported),0.8,Catalyst set up condition,GM
883,85,Xenon(Xe),,Lamp power condition,W
884,85,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
885,85,,270.00,Temperature condition,DEG_C
886,85,,,Preasure condition,BAR
887,85,,,Space velocity condition,PER-HR
888,85,,,Reaction time condition,HR
889,85,Gas,,Reaction medium condition,PH
890,85,UV,315-400(UV-C),Wavelength condition,NanoM
891,85,UV,,Illuminated area condition,M2
892,86,Fixed-bed,30.00,Reactor condition,L
893,86,Powder(Supported),0.8,Catalyst set up condition,GM
894,86,Xenon(Xe),,Lamp power condition,W
895,86,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
896,86,,270.00,Temperature condition,DEG_C
897,86,,,Preasure condition,BAR
898,86,,,Space velocity condition,PER-HR
899,86,,,Reaction time condition,HR
900,86,Gas,,Reaction medium condition,PH
901,86,UV,315-400(UV-C),Wavelength condition,NanoM
902,86,UV,,Illuminated area condition,M2
903,87,Fixed-bed,30.00,Reactor condition,L
904,87,Powder(Supported),0.8,Catalyst set up condition,GM
905,87,Xenon(Xe),,Lamp power condition,W
906,87,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
907,87,,270.00,Temperature condition,DEG_C
908,87,,,Preasure condition,BAR
909,87,,,Space velocity condition,PER-HR
910,87,,,Reaction time condition,HR
911,87,Gas,,Reaction medium condition,PH
912,87,UV,315-400(UV-C),Wavelength condition,NanoM
913,87,UV,,Illuminated area condition,M2
914,88,Fixed-bed,30.00,Reactor condition,L
915,88,Powder(Supported),0.8,Catalyst set up condition,GM
916,88,Xenon(Xe),,Lamp power condition,W
917,88,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
918,88,,270.00,Temperature condition,DEG_C
919,88,,,Preasure condition,BAR
920,88,,,Space velocity condition,PER-HR
921,88,,,Reaction time condition,HR
922,88,Gas,,Reaction medium condition,PH
923,88,UV,315-400(UV-C),Wavelength condition,NanoM
924,88,UV,,Illuminated area condition,M2
925,89,Optical Fiber,,Reactor condition,L
926,89,Film,,Catalyst set up condition,GM
927,89,Mercury(Hg),150.00,Lamp power condition,W
928,89,Mercury(Hg),2250.00,Lamp irradiance condition,W-PER-M2
929,89,,75.00,Temperature condition,DEG_C
930,89,,,Preasure condition,BAR
931,89,,,Space velocity condition,PER-HR
932,89,,4.00,Reaction time condition,HR
933,89,Gas,,Reaction medium condition,PH
934,89,UV,315-400(UV-C),Wavelength condition,NanoM
935,89,UV,,Illuminated area condition,M2
936,90,Optical Fiber,,Reactor condition,L
937,90,Optical Fiber,,Catalyst set up condition,GM
938,90,Mercury(Hg),150.00,Lamp power condition,W
939,90,Mercury(Hg),2250.00,Lamp irradiance condition,W-PER-M2
940,90,,75.00,Temperature condition,DEG_C
941,90,,,Preasure condition,BAR
942,90,,,Space velocity condition,PER-HR
943,90,,4.00,Reaction time condition,HR
944,90,Gas,,Reaction medium condition,PH
945,90,UV,315-400(UV-C),Wavelength condition,NanoM
946,90,UV,,Illuminated area condition,M2
947,91,Optical Fiber,,Reactor condition,L
948,91,Optical Fiber,,Catalyst set up condition,GM
949,91,Solar,,Lamp power condition,W
950,91,Solar,600.00,Lamp irradiance condition,W-PER-M2
951,91,,75.00,Temperature condition,DEG_C
952,91,,,Preasure condition,BAR
953,91,,,Space velocity condition,PER-HR
954,91,,4.00,Reaction time condition,HR
955,91,Gas,,Reaction medium condition,PH
956,91,Solar,0,Wavelength condition,NanoM
957,91,Solar,,Illuminated area condition,M2
958,92,Optical Fiber,,Reactor condition,L
959,92,Film,,Catalyst set up condition,GM
960,92,Mercury(Hg),150.00,Lamp power condition,W
961,92,Mercury(Hg),2250.00,Lamp irradiance condition,W-PER-M2
962,92,,75.00,Temperature condition,DEG_C
963,92,,,Preasure condition,BAR
964,92,,,Space velocity condition,PER-HR
965,92,,4.00,Reaction time condition,HR
966,92,Gas,,Reaction medium condition,PH
967,92,UV,315-400(UV-C),Wavelength condition,NanoM
968,92,UV,,Illuminated area condition,M2
969,93,Optical Fiber,,Reactor condition,L
970,93,Optical Fiber,,Catalyst set up condition,GM
971,93,Mercury(Hg),150.00,Lamp power condition,W
972,93,Mercury(Hg),2250.00,Lamp irradiance condition,W-PER-M2
973,93,,75.00,Temperature condition,DEG_C
974,93,,,Preasure condition,BAR
975,93,,,Space velocity condition,PER-HR
976,93,,4.00,Reaction time condition,HR
977,93,Gas,,Reaction medium condition,PH
978,93,UV,315-400(UV-C),Wavelength condition,NanoM
979,93,UV,,Illuminated area condition,M2
980,94,Optical Fiber,,Reactor condition,L
981,94,Optical Fiber,,Catalyst set up condition,GM
982,94,Solar,,Lamp power condition,W
983,94,Solar,600.00,Lamp irradiance condition,W-PER-M2
984,94,,75.00,Temperature condition,DEG_C
985,94,,,Preasure condition,BAR
986,94,,,Space velocity condition,PER-HR
987,94,,4.00,Reaction time condition,HR
988,94,Gas,,Reaction medium condition,PH
989,94,Solar,0,Wavelength condition,NanoM
990,94,Solar,,Illuminated area condition,M2
991,95,Slurry,0.10,Reactor condition,L
992,95,Powder(Suspended),0.15,Catalyst set up condition,GM
993,95,Halogen,500.00,Lamp power condition,W
994,95,Halogen,,Lamp irradiance condition,W-PER-M2
995,95,,,Temperature condition,DEG_C
996,95,,1.00,Preasure condition,BAR
997,95,,,Space velocity condition,PER-HR
998,95,,10.00,Reaction time condition,HR
999,95,Liquid,0,Reaction medium condition,PH
1000,95,Visible,400-780,Wavelength condition,NanoM
1001,95,Visible,,Illuminated area condition,M2
