ID,Material_transformation_id,Chemical,Quantity,Unit,QUDT_unit
9620,4474,CO,13.6000,gh,MicroMOL-PER-GM-HR
9621,4474,CH4,0.4600,gh,MicroMOL-PER-GM-HR
9622,4474,H2,82.4900,g,MicroMOL-PER-GM
9623,4474,CO,244.7400,g,MicroMOL-PER-GM
9624,4474,CH4,8.2400,g,MicroMOL-PER-GM
9625,4474,H2,0.0358,m2h,MicroMOL-PER-M2-HR
9626,4474,CO,0.1062,m2h,MicroMOL-PER-M2-HR
9627,4474,CH4,0.0036,m2h,MicroMOL-PER-M2-HR
9628,4475,H2,5.9000,gh,MicroMOL-PER-GM-HR
9629,4475,CO,13.0300,gh,MicroMOL-PER-GM-HR
9630,4475,CH4,1.2200,gh,MicroMOL-PER-GM-HR
9631,4475,H2,106.2800,g,MicroMOL-PER-GM
9632,4475,CO,234.5600,g,MicroMOL-PER-GM
9633,4475,CH4,21.9200,g,MicroMOL-PER-GM
9634,4475,H2,0.0527,m2h,MicroMOL-PER-M2-HR
9635,4475,CO,0.1163,m2h,MicroMOL-PER-M2-HR
9636,4475,CH4,1.0000,m2h,MicroMOL-PER-M2-HR
9637,4476,H2,2.9800,gh,MicroMOL-PER-GM-HR
9638,4476,CO,9.4200,gh,MicroMOL-PER-GM-HR
9639,4476,CH4,0.3650,gh,MicroMOL-PER-GM-HR
9640,4476,H2,53.7100,g,MicroMOL-PER-GM
9641,4476,CO,169.6200,g,MicroMOL-PER-GM
9642,4476,CH4,6.5700,g,MicroMOL-PER-GM
9643,4476,H2,0.0267,m2h,MicroMOL-PER-M2-HR
9644,4476,CO,0.0841,m2h,MicroMOL-PER-M2-HR
9645,4476,CH4,0.0032,m2h,MicroMOL-PER-M2-HR
9646,4477,CO,1.5000,gh,MicroMOL-PER-GM-HR
9647,4477,CH4,1.5000,gh,MicroMOL-PER-GM-HR
9648,4477,CO,0.7500,g,MicroMOL-PER-GM
9649,4477,CH4,0.7500,g,MicroMOL-PER-GM
9650,4478,CO,6.0500,gh,MicroMOL-PER-GM-HR
9651,4478,CH4,18.0000,gh,MicroMOL-PER-GM-HR
9652,4478,CO,3.0250,g,MicroMOL-PER-GM
9653,4478,CH4,9.0000,g,MicroMOL-PER-GM
9654,4479,CO,6.5000,gh,MicroMOL-PER-GM-HR
9655,4479,CH4,20.0000,gh,MicroMOL-PER-GM-HR
9656,4479,CO,3.2500,g,MicroMOL-PER-GM
9657,4479,CH4,10.0000,g,MicroMOL-PER-GM
9658,4480,CO,2.5000,gh,MicroMOL-PER-GM-HR
9659,4480,CH4,12.0000,gh,MicroMOL-PER-GM-HR
9660,4480,CO,1.2500,g,MicroMOL-PER-GM
9661,4480,CH4,6.0000,g,MicroMOL-PER-GM
9662,4481,CO,1.7000,gh,MicroMOL-PER-GM-HR
9663,4481,CH4,7.5000,gh,MicroMOL-PER-GM-HR
9664,4481,CO,0.8500,g,MicroMOL-PER-GM
9665,4481,CH4,3.7500,g,MicroMOL-PER-GM
9666,4482,CO,6.5000,gh,MicroMOL-PER-GM-HR
9667,4482,CH4,15.7800,gh,MicroMOL-PER-GM-HR
9668,4482,CO,3.2500,g,MicroMOL-PER-GM
9669,4482,CH4,7.8900,g,MicroMOL-PER-GM
9670,4483,CO,3.1000,gh,MicroMOL-PER-GM-HR
9671,4483,CH4,0.7900,gh,MicroMOL-PER-GM-HR
9672,4483,CO,1.5500,g,MicroMOL-PER-GM
9673,4483,CH4,0.3950,g,MicroMOL-PER-GM
9674,4484,CH4,4.5900,gh,MicroMOL-PER-GM-HR
9675,4484,CH3OH,24.7000,gh,MicroMOL-PER-GM-HR
9676,4484,CH4,22.9500,g,MicroMOL-PER-GM
9677,4484,CH3OH,123.5000,g,MicroMOL-PER-GM
9678,4485,CH4,7.7100,gh,MicroMOL-PER-GM-HR
9679,4485,CH3OH,35.0700,gh,MicroMOL-PER-GM-HR
9680,4485,CH4,38.5550,g,MicroMOL-PER-GM
9681,4485,CH3OH,175.3700,g,MicroMOL-PER-GM
9682,4486,CO,1.5000,gh,MicroMOL-PER-GM-HR
9683,4486,CH4,2.0000,gh,MicroMOL-PER-GM-HR
9684,4486,CO,3.0000,g,MicroMOL-PER-GM
9685,4486,CH4,4.0000,g,MicroMOL-PER-GM
9686,4487,H2,4.0000,gh,MicroMOL-PER-GM-HR
9687,4487,CO,5.0000,gh,MicroMOL-PER-GM-HR
9688,4487,CH4,5.5000,gh,MicroMOL-PER-GM-HR
9689,4487,H2,8.0000,g,MicroMOL-PER-GM
9690,4487,CO,10.0000,g,MicroMOL-PER-GM
9691,4487,CH4,11.0000,g,MicroMOL-PER-GM
9692,4488,CO,0.7500,gh,MicroMOL-PER-GM-HR
9693,4488,CH4,2.0000,gh,MicroMOL-PER-GM-HR
9694,4488,CO,3.0000,g,MicroMOL-PER-GM
9695,4488,CH4,8.0000,g,MicroMOL-PER-GM
9696,4489,H2,1.7500,gh,MicroMOL-PER-GM-HR
9697,4489,CO,2.5000,gh,MicroMOL-PER-GM-HR
9698,4489,CH4,3.0000,gh,MicroMOL-PER-GM-HR
9699,4489,H2,7.0000,g,MicroMOL-PER-GM
9700,4489,CO,10.0000,g,MicroMOL-PER-GM
9701,4489,CH4,12.0000,g,MicroMOL-PER-GM
9702,4490,CO,0.5000,gh,MicroMOL-PER-GM-HR
9703,4490,CH4,1.6700,gh,MicroMOL-PER-GM-HR
9704,4490,CO,3.0000,g,MicroMOL-PER-GM
9705,4490,CH4,10.0000,g,MicroMOL-PER-GM
9706,4491,H2,1.6700,gh,MicroMOL-PER-GM-HR
9707,4491,CO,3.3300,gh,MicroMOL-PER-GM-HR
9708,4491,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9709,4491,H2,10.0000,g,MicroMOL-PER-GM
9710,4491,CO,20.0000,g,MicroMOL-PER-GM
9711,4491,CH4,30.0000,g,MicroMOL-PER-GM
9712,4492,CO,0.4000,gh,MicroMOL-PER-GM-HR
9713,4492,CH4,1.2000,gh,MicroMOL-PER-GM-HR
9714,4492,CO,8.0000,g,MicroMOL-PER-GM
9715,4492,CH4,24.0000,g,MicroMOL-PER-GM
9716,4493,H2,0.9000,gh,MicroMOL-PER-GM-HR
9717,4493,CO,1.3500,gh,MicroMOL-PER-GM-HR
9718,4493,CH4,4.5000,gh,MicroMOL-PER-GM-HR
9719,4493,H2,18.0000,g,MicroMOL-PER-GM
9720,4493,CO,27.0000,g,MicroMOL-PER-GM
9721,4493,CH4,90.0000,g,MicroMOL-PER-GM
9722,4494,CO,0.1700,gh,MicroMOL-PER-GM-HR
9723,4494,CH4,1.0400,gh,MicroMOL-PER-GM-HR
9724,4494,CO,4.0000,g,MicroMOL-PER-GM
9725,4494,CH4,25.0000,g,MicroMOL-PER-GM
9726,4495,H2,0.8300,gh,MicroMOL-PER-GM-HR
9727,4495,CO,1.2500,gh,MicroMOL-PER-GM-HR
9728,4495,CH4,4.5800,gh,MicroMOL-PER-GM-HR
9729,4495,H2,20.0000,g,MicroMOL-PER-GM
9730,4495,CO,30.0000,g,MicroMOL-PER-GM
9731,4495,CH4,110.0000,g,MicroMOL-PER-GM
9732,4496,H2,5.5600,gh,MicroMOL-PER-GM-HR
9733,4496,CO,15.0000,gh,MicroMOL-PER-GM-HR
9734,4496,CH4,1.1100,gh,MicroMOL-PER-GM-HR
9735,4496,H2,100.0000,g,MicroMOL-PER-GM
9736,4496,CO,270.0000,g,MicroMOL-PER-GM
9737,4496,CH4,20.0000,g,MicroMOL-PER-GM
9738,4497,H2,27.7800,gh,MicroMOL-PER-GM-HR
9739,4497,CO,6.9400,gh,MicroMOL-PER-GM-HR
9740,4497,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9741,4497,H2,500.0000,g,MicroMOL-PER-GM
9742,4497,CO,125.0000,g,MicroMOL-PER-GM
9743,4497,CH4,90.0000,g,MicroMOL-PER-GM
9744,4498,H2,40.0000,gh,MicroMOL-PER-GM-HR
9745,4498,CO,1.1100,gh,MicroMOL-PER-GM-HR
9746,4498,CH4,2.5000,gh,MicroMOL-PER-GM-HR
9747,4498,H2,720.0000,g,MicroMOL-PER-GM
9748,4498,CO,20.0000,g,MicroMOL-PER-GM
9749,4498,CH4,45.0000,g,MicroMOL-PER-GM
9750,4499,H2,22.7800,gh,MicroMOL-PER-GM-HR
9751,4499,CH4,10.0000,gh,MicroMOL-PER-GM-HR
9752,4499,H2,410.0000,g,MicroMOL-PER-GM
9753,4499,CH4,180.0000,g,MicroMOL-PER-GM
9754,4500,H2,11.1100,gh,MicroMOL-PER-GM-HR
9755,4500,CH4,4.4400,gh,MicroMOL-PER-GM-HR
9756,4500,H2,200.0000,g,MicroMOL-PER-GM
9757,4500,CH4,80.0000,g,MicroMOL-PER-GM
9758,4501,H2,50.0000,gh,MicroMOL-PER-GM-HR
9759,4501,CO,16.6700,gh,MicroMOL-PER-GM-HR
9760,4501,CH4,1.9400,gh,MicroMOL-PER-GM-HR
9761,4501,H2,900.0000,g,MicroMOL-PER-GM
9762,4501,CO,300.0000,g,MicroMOL-PER-GM
9763,4501,CH4,35.0000,g,MicroMOL-PER-GM
9764,4502,H2,55.5600,gh,MicroMOL-PER-GM-HR
9765,4502,CH4,10.0000,gh,MicroMOL-PER-GM-HR
9766,4502,H2,1000.0000,g,MicroMOL-PER-GM
9767,4502,CH4,180.0000,g,MicroMOL-PER-GM
9768,4503,H2,44.4400,gh,MicroMOL-PER-GM-HR
9769,4503,CH4,8.3300,gh,MicroMOL-PER-GM-HR
9770,4503,H2,800.0000,g,MicroMOL-PER-GM
9771,4503,CH4,150.0000,g,MicroMOL-PER-GM
9772,4504,CO,25.8000,gh,MicroMOL-PER-GM-HR
9773,4504,CH4,10.8000,gh,MicroMOL-PER-GM-HR
9774,4504,CO,25.8000,g,MicroMOL-PER-GM
9775,4504,CH4,10.8000,g,MicroMOL-PER-GM
9776,4505,CO,2.6000,gh,MicroMOL-PER-GM-HR
9777,4505,CH4,0.7000,gh,MicroMOL-PER-GM-HR
9778,4505,CO,2.6000,g,MicroMOL-PER-GM
9779,4505,CH4,0.7000,g,MicroMOL-PER-GM
9780,4506,CO,4.1500,gh,MicroMOL-PER-GM-HR
9781,4506,CH4,0.2500,gh,MicroMOL-PER-GM-HR
9782,4506,CO,8.3000,g,MicroMOL-PER-GM
9783,4506,CH4,0.5000,g,MicroMOL-PER-GM
9784,4507,CO,3.4500,gh,MicroMOL-PER-GM-HR
9785,4507,CH4,0.8000,gh,MicroMOL-PER-GM-HR
9786,4507,CO,6.9000,g,MicroMOL-PER-GM
9787,4507,CH4,1.6000,g,MicroMOL-PER-GM
9788,4508,CO,32.4000,gh,MicroMOL-PER-GM-HR
9789,4508,CH4,1.5500,gh,MicroMOL-PER-GM-HR
9790,4508,CO,64.8000,g,MicroMOL-PER-GM
9791,4508,CH4,3.1000,g,MicroMOL-PER-GM
9792,4509,CO,12.1500,gh,MicroMOL-PER-GM-HR
9793,4509,CH4,0.7500,gh,MicroMOL-PER-GM-HR
9794,4509,CO,24.3000,g,MicroMOL-PER-GM
9795,4509,CH4,1.5000,g,MicroMOL-PER-GM
9796,4510,CO,54.6250,gh,MicroMOL-PER-GM-HR
9797,4510,CH4,6.0750,gh,MicroMOL-PER-GM-HR
9798,4510,CO,43.7000,g,MicroMOL-PER-GM
9799,4510,CH4,48.6000,g,MicroMOL-PER-GM
9800,4511,CO,12.6750,gh,MicroMOL-PER-GM-HR
9801,4511,CH4,14.6250,gh,MicroMOL-PER-GM-HR
9802,4511,CO,101.4000,g,MicroMOL-PER-GM
9803,4511,CH4,11.7000,g,MicroMOL-PER-GM
9804,4512,CO,6.3250,gh,MicroMOL-PER-GM-HR
9805,4512,CH4,0.3750,gh,MicroMOL-PER-GM-HR
9806,4512,CO,50.6000,g,MicroMOL-PER-GM
9807,4512,CH4,3.0000,g,MicroMOL-PER-GM
9808,4513,CO,115.6250,gh,MicroMOL-PER-GM-HR
9809,4513,CH4,0.4250,gh,MicroMOL-PER-GM-HR
9810,4513,CO,92.5000,g,MicroMOL-PER-GM
9811,4513,CH4,3.4000,g,MicroMOL-PER-GM
9812,4514,CH3OH,0.6700,gh,MicroMOL-PER-GM-HR
9813,4514,CH3OH,1.3400,g,MicroMOL-PER-GM
9814,4515,CH4,0.7500,gh,MicroMOL-PER-GM-HR
9815,4515,CH3OH,1.0000,gh,MicroMOL-PER-GM-HR
9816,4515,CH4,1.5000,g,MicroMOL-PER-GM
9817,4515,CH3OH,2.0000,g,MicroMOL-PER-GM
9818,4516,CH4,1.3000,gh,MicroMOL-PER-GM-HR
9819,4516,CH3OH,1.2000,gh,MicroMOL-PER-GM-HR
9820,4516,CH4,2.6000,g,MicroMOL-PER-GM
9821,4516,CH3OH,2.4000,g,MicroMOL-PER-GM
9822,4517,CH4,1.7500,gh,MicroMOL-PER-GM-HR
9823,4517,CH3OH,1.5000,gh,MicroMOL-PER-GM-HR
9824,4517,CH4,3.5000,g,MicroMOL-PER-GM
9825,4517,CH3OH,3.0000,g,MicroMOL-PER-GM
9826,4518,CH4,2.8600,gh,MicroMOL-PER-GM-HR
9827,4518,CH3OH,2.5500,gh,MicroMOL-PER-GM-HR
9828,4518,CH4,5.7200,g,MicroMOL-PER-GM
9829,4518,CH3OH,5.1000,g,MicroMOL-PER-GM
9830,4519,CH4,0.7500,gh,MicroMOL-PER-GM-HR
9831,4519,CH3OH,1.6000,gh,MicroMOL-PER-GM-HR
9832,4519,CH4,1.5000,g,MicroMOL-PER-GM
9833,4519,CH3OH,3.2000,g,MicroMOL-PER-GM
9834,4520,CH3OH,0.6000,gh,MicroMOL-PER-GM-HR
9835,4520,CH3OH,1.2000,g,MicroMOL-PER-GM
9836,4521,CO,1.1000,gh,MicroMOL-PER-GM-HR
9837,4521,CH4,0.9000,gh,MicroMOL-PER-GM-HR
9838,4521,CO,8.8000,g,MicroMOL-PER-GM
9839,4521,CH4,7.2000,g,MicroMOL-PER-GM
9840,4522,CO,271.3000,gh,MicroMOL-PER-GM-HR
9841,4522,CH4,39.1000,gh,MicroMOL-PER-GM-HR
9842,4522,CO,2170.4000,g,MicroMOL-PER-GM
9843,4522,CH4,312.8000,g,MicroMOL-PER-GM
9844,4523,CO,224.4000,gh,MicroMOL-PER-GM-HR
9845,4523,CH4,11.3000,gh,MicroMOL-PER-GM-HR
9846,4523,CO,1795.2000,g,MicroMOL-PER-GM
9847,4523,CH4,90.4000,g,MicroMOL-PER-GM
9848,4524,CO,66.4000,gh,MicroMOL-PER-GM-HR
9849,4524,CH4,3.1000,gh,MicroMOL-PER-GM-HR
9850,4524,CO,531.2000,g,MicroMOL-PER-GM
9851,4524,CH4,24.8000,g,MicroMOL-PER-GM
9852,4525,CO,72.9000,gh,MicroMOL-PER-GM-HR
9853,4525,CH4,9.2000,gh,MicroMOL-PER-GM-HR
9854,4525,CO,583.2000,g,MicroMOL-PER-GM
9855,4525,CH4,73.6000,g,MicroMOL-PER-GM
9856,4526,CO,225.5000,gh,MicroMOL-PER-GM-HR
9857,4526,CH4,15.1000,gh,MicroMOL-PER-GM-HR
9858,4526,CO,1804.0000,g,MicroMOL-PER-GM
9859,4526,CH4,120.8000,g,MicroMOL-PER-GM
9860,4527,H2,2.2200,gh,MicroMOL-PER-GM-HR
9861,4527,CH4,0.1860,gh,MicroMOL-PER-GM-HR
9862,4527,CH3OH,8.7000,gh,MicroMOL-PER-GM-HR
9863,4527,H2,11.1000,g,MicroMOL-PER-GM
9864,4527,CH4,0.9300,g,MicroMOL-PER-GM
9865,4527,CH3OH,43.5000,g,MicroMOL-PER-GM
9866,4528,H2,5.1600,gh,MicroMOL-PER-GM-HR
9867,4528,CH4,0.2880,gh,MicroMOL-PER-GM-HR
9868,4528,CH3OH,35.4000,gh,MicroMOL-PER-GM-HR
9869,4528,H2,25.8000,g,MicroMOL-PER-GM
9870,4528,CH4,1.4400,g,MicroMOL-PER-GM
9871,4528,CH3OH,177.0000,g,MicroMOL-PER-GM
9872,4529,H2,4.2000,gh,MicroMOL-PER-GM-HR
9873,4529,CH4,0.3060,gh,MicroMOL-PER-GM-HR
9874,4529,CH3OH,36.8400,gh,MicroMOL-PER-GM-HR
9875,4529,H2,21.0000,g,MicroMOL-PER-GM
9876,4529,CH4,1.5300,g,MicroMOL-PER-GM
9877,4529,CH3OH,184.2000,g,MicroMOL-PER-GM
9878,4530,H2,3.6600,gh,MicroMOL-PER-GM-HR
9879,4530,CH4,0.3180,gh,MicroMOL-PER-GM-HR
9880,4530,CH3OH,37.5000,gh,MicroMOL-PER-GM-HR
9881,4530,H2,18.3000,g,MicroMOL-PER-GM
9882,4530,CH4,1.5900,g,MicroMOL-PER-GM
9883,4530,CH3OH,187.5000,g,MicroMOL-PER-GM
9884,4531,H2,5.8800,gh,MicroMOL-PER-GM-HR
9885,4531,CH4,0.3000,gh,MicroMOL-PER-GM-HR
9886,4531,CH3OH,41.2200,gh,MicroMOL-PER-GM-HR
9887,4531,H2,29.4000,g,MicroMOL-PER-GM
9888,4531,CH4,1.5000,g,MicroMOL-PER-GM
9889,4531,CH3OH,206.1000,g,MicroMOL-PER-GM
9890,4532,CH4,4.0000,g,MicroMOL-PER-GM
9891,4532,C2H4,1.5000,g,MicroMOL-PER-GM
9892,4532,C3H6,0.0600,g,MicroMOL-PER-GM
9893,4532,C3H8,0.0200,g,MicroMOL-PER-GM
9894,4533,CH4,8.0000,g,MicroMOL-PER-GM
9895,4533,C2H4,1.5000,g,MicroMOL-PER-GM
9896,4533,C3H6,0.0300,g,MicroMOL-PER-GM
9897,4533,C3H8,0.0400,g,MicroMOL-PER-GM
9898,4534,CH4,6.0000,g,MicroMOL-PER-GM
9899,4534,C2H4,3.0000,g,MicroMOL-PER-GM
9900,4534,C3H6,1.0000,g,MicroMOL-PER-GM
9901,4534,C3H8,0.0200,g,MicroMOL-PER-GM
9902,4535,CH4,5.8000,g,MicroMOL-PER-GM
9903,4535,C2H4,1.5000,g,MicroMOL-PER-GM
9904,4535,C3H6,0.0400,g,MicroMOL-PER-GM
9905,4535,C3H8,0.0200,g,MicroMOL-PER-GM
9906,4536,H2,1.9000,gh,MicroMOL-PER-GM-HR
9907,4536,CO,1.2000,gh,MicroMOL-PER-GM-HR
9908,4536,CH4,0.7000,gh,MicroMOL-PER-GM-HR
9909,4536,H2,9.5000,g,MicroMOL-PER-GM
9910,4536,CO,6.0000,g,MicroMOL-PER-GM
9911,4536,CH4,3.5000,g,MicroMOL-PER-GM
9912,4536,H2,47.5000,m2h,MicroMOL-PER-M2-HR
9913,4536,CO,30.0000,m2h,MicroMOL-PER-M2-HR
9914,4536,CH4,17.5000,m2h,MicroMOL-PER-M2-HR
9915,4537,H2,0.9000,gh,MicroMOL-PER-GM-HR
9916,4537,CO,0.8000,gh,MicroMOL-PER-GM-HR
9917,4537,CH4,0.5000,gh,MicroMOL-PER-GM-HR
9918,4537,H2,4.5000,g,MicroMOL-PER-GM
9919,4537,CO,4.0000,g,MicroMOL-PER-GM
9920,4537,CH4,2.5000,g,MicroMOL-PER-GM
9921,4537,H2,22.5000,m2h,MicroMOL-PER-M2-HR
9922,4537,CO,20.0000,m2h,MicroMOL-PER-M2-HR
9923,4537,CH4,12.5000,m2h,MicroMOL-PER-M2-HR
9924,4538,H2,3.7000,gh,MicroMOL-PER-GM-HR
9925,4538,CO,2.1000,gh,MicroMOL-PER-GM-HR
9926,4538,CH4,2.9000,gh,MicroMOL-PER-GM-HR
9927,4538,H2,18.5000,g,MicroMOL-PER-GM
9928,4538,CO,10.5000,g,MicroMOL-PER-GM
9929,4538,CH4,14.5000,g,MicroMOL-PER-GM
9930,4538,H2,92.5000,m2h,MicroMOL-PER-M2-HR
9931,4538,CO,52.5000,m2h,MicroMOL-PER-M2-HR
9932,4538,CH4,72.5000,m2h,MicroMOL-PER-M2-HR
9933,4539,H2,2.8000,gh,MicroMOL-PER-GM-HR
9934,4539,CO,1.5000,gh,MicroMOL-PER-GM-HR
9935,4539,CH4,1.9000,gh,MicroMOL-PER-GM-HR
9936,4539,H2,14.0000,g,MicroMOL-PER-GM
9937,4539,CO,7.5000,g,MicroMOL-PER-GM
9938,4539,CH4,9.5000,g,MicroMOL-PER-GM
9939,4539,H2,70.0000,m2h,MicroMOL-PER-M2-HR
9940,4539,CO,37.5000,m2h,MicroMOL-PER-M2-HR
9941,4539,CH4,47.5000,m2h,MicroMOL-PER-M2-HR
9942,4540,H2,1.5000,gh,MicroMOL-PER-GM-HR
9943,4540,CO,1.3000,gh,MicroMOL-PER-GM-HR
9944,4540,CH4,1.0000,gh,MicroMOL-PER-GM-HR
9945,4540,H2,7.5000,g,MicroMOL-PER-GM
9946,4540,CO,6.5000,g,MicroMOL-PER-GM
9947,4540,CH4,5.0000,g,MicroMOL-PER-GM
9948,4540,H2,37.5000,m2h,MicroMOL-PER-M2-HR
9949,4540,CO,32.5000,m2h,MicroMOL-PER-M2-HR
9950,4540,CH4,25.0000,m2h,MicroMOL-PER-M2-HR
9951,4542,H2,0.1800,gh,MicroMOL-PER-GM-HR
9952,4542,CO,0.1300,gh,MicroMOL-PER-GM-HR
9953,4542,CH4,0.1000,gh,MicroMOL-PER-GM-HR
9954,4542,H2,0.9000,g,MicroMOL-PER-GM
9955,4542,CO,0.6500,g,MicroMOL-PER-GM
9956,4542,CH4,0.5000,g,MicroMOL-PER-GM
9957,4542,H2,4.5000,m2h,MicroMOL-PER-M2-HR
9958,4542,CO,3.2500,m2h,MicroMOL-PER-M2-HR
9959,4542,CH4,2.5000,m2h,MicroMOL-PER-M2-HR
9960,4543,H2,0.5700,gh,MicroMOL-PER-GM-HR
9961,4543,CO,0.5000,gh,MicroMOL-PER-GM-HR
9962,4543,CH4,0.3900,gh,MicroMOL-PER-GM-HR
9963,4543,H2,2.8500,g,MicroMOL-PER-GM
9964,4543,CO,2.5000,g,MicroMOL-PER-GM
9965,4543,CH4,1.9500,g,MicroMOL-PER-GM
9966,4543,H2,14.2500,m2h,MicroMOL-PER-M2-HR
9967,4543,CO,12.5000,m2h,MicroMOL-PER-M2-HR
9968,4543,CH4,9.7500,m2h,MicroMOL-PER-M2-HR
9969,4544,H2,0.3900,gh,MicroMOL-PER-GM-HR
9970,4544,CO,0.3600,gh,MicroMOL-PER-GM-HR
9971,4544,CH4,0.2500,gh,MicroMOL-PER-GM-HR
9972,4544,H2,1.9500,g,MicroMOL-PER-GM
9973,4544,CO,1.8000,g,MicroMOL-PER-GM
9974,4544,CH4,1.2500,g,MicroMOL-PER-GM
9975,4544,H2,9.7500,m2h,MicroMOL-PER-M2-HR
9976,4544,CO,9.0000,m2h,MicroMOL-PER-M2-HR
9977,4544,CH4,6.2500,m2h,MicroMOL-PER-M2-HR
9978,4546,CO,2.0000,gh,MicroMOL-PER-GM-HR
9979,4546,CO,8.0000,g,MicroMOL-PER-GM
9980,4547,CO,11.5000,gh,MicroMOL-PER-GM-HR
9981,4547,CH4,13.0000,gh,MicroMOL-PER-GM-HR
9982,4547,CO,46.0000,g,MicroMOL-PER-GM
9983,4547,CH4,52.0000,g,MicroMOL-PER-GM
9984,4548,CO,9.0000,gh,MicroMOL-PER-GM-HR
9985,4548,CH4,10.0000,gh,MicroMOL-PER-GM-HR
9986,4548,CO,36.0000,g,MicroMOL-PER-GM
9987,4548,CH4,40.0000,g,MicroMOL-PER-GM
9988,4549,CO,7.0000,gh,MicroMOL-PER-GM-HR
9989,4549,CH4,7.2000,gh,MicroMOL-PER-GM-HR
9990,4549,CO,28.0000,g,MicroMOL-PER-GM
9991,4549,CH4,28.8000,g,MicroMOL-PER-GM
9992,4551,CO,0.1600,gh,MicroMOL-PER-GM-HR
9993,4551,CO,0.6400,g,MicroMOL-PER-GM
9994,4552,CO,0.0200,gh,MicroMOL-PER-GM-HR
9995,4552,CO,0.0800,g,MicroMOL-PER-GM
9996,4553,CO,0.0100,gh,MicroMOL-PER-GM-HR
9997,4553,CO,0.0400,g,MicroMOL-PER-GM
9998,4554,CH4,1.2500,gh,MicroMOL-PER-GM-HR
9999,4554,CH3OH,0.6000,gh,MicroMOL-PER-GM-HR
10000,4554,CH4,1.2500,g,MicroMOL-PER-GM
10001,4554,CH3OH,0.6000,g,MicroMOL-PER-GM
10002,4555,CH4,2.2500,gh,MicroMOL-PER-GM-HR
10003,4555,CH3OH,0.7500,gh,MicroMOL-PER-GM-HR
10004,4555,CH4,2.2500,g,MicroMOL-PER-GM
10005,4555,CH3OH,0.7500,g,MicroMOL-PER-GM
10006,4556,CH4,0.7000,gh,MicroMOL-PER-GM-HR
10007,4556,CH3OH,0.8600,gh,MicroMOL-PER-GM-HR
10008,4556,CH4,0.7000,g,MicroMOL-PER-GM
10009,4556,CH3OH,0.8600,g,MicroMOL-PER-GM
10010,4557,CH4,0.6000,gh,MicroMOL-PER-GM-HR
10011,4557,CH3OH,0.5500,gh,MicroMOL-PER-GM-HR
10012,4557,CH4,0.6000,g,MicroMOL-PER-GM
10013,4557,CH3OH,0.5500,g,MicroMOL-PER-GM
10014,4558,CH3OH,0.5000,gh,MicroMOL-PER-GM-HR
10015,4558,CH3OH,0.5000,g,MicroMOL-PER-GM
10016,4559,CO,0.0180,gh,MicroMOL-PER-GM-HR
10017,4559,CH4,0.0220,gh,MicroMOL-PER-GM-HR
10018,4559,CO,0.1440,g,MicroMOL-PER-GM
10019,4559,CH4,0.1760,g,MicroMOL-PER-GM
10020,4560,CO,0.0250,gh,MicroMOL-PER-GM-HR
10021,4560,CH4,0.0320,gh,MicroMOL-PER-GM-HR
10022,4560,CO,0.2000,g,MicroMOL-PER-GM
10023,4560,CH4,0.2560,g,MicroMOL-PER-GM
10024,4561,CO,0.0320,gh,MicroMOL-PER-GM-HR
10025,4561,CH4,0.0450,gh,MicroMOL-PER-GM-HR
10026,4561,CO,0.2560,g,MicroMOL-PER-GM
10027,4561,CH4,0.3600,g,MicroMOL-PER-GM
10028,4562,CO,0.0300,gh,MicroMOL-PER-GM-HR
10029,4562,CH4,0.0370,gh,MicroMOL-PER-GM-HR
10030,4562,CO,0.2400,g,MicroMOL-PER-GM
10031,4562,CH4,0.2960,g,MicroMOL-PER-GM
10032,4563,CO,0.0150,gh,MicroMOL-PER-GM-HR
10033,4563,CH4,0.0030,gh,MicroMOL-PER-GM-HR
10034,4563,CO,0.1200,g,MicroMOL-PER-GM
10035,4563,CH4,0.0240,g,MicroMOL-PER-GM
10036,4564,CH3OH,80.0000,gh,MicroMOL-PER-GM-HR
10037,4564,CH3OH,400.0000,g,MicroMOL-PER-GM
10038,4565,CH3OH,100.0000,gh,MicroMOL-PER-GM-HR
10039,4565,CH3OH,500.0000,g,MicroMOL-PER-GM
10040,4566,CH3OH,260.0000,gh,MicroMOL-PER-GM-HR
10041,4566,CH3OH,1300.0000,g,MicroMOL-PER-GM
10042,4567,CH3OH,340.0000,gh,MicroMOL-PER-GM-HR
10043,4567,CH3OH,1700.0000,g,MicroMOL-PER-GM
10044,4568,CH3OH,560.0000,gh,MicroMOL-PER-GM-HR
10045,4568,CH3OH,2800.0000,g,MicroMOL-PER-GM
10046,4569,CH3OH,420.0000,gh,MicroMOL-PER-GM-HR
10047,4569,CH3OH,2100.0000,g,MicroMOL-PER-GM
10048,4570,CH3OH,260.0000,gh,MicroMOL-PER-GM-HR
10049,4570,CH3OH,1300.0000,g,MicroMOL-PER-GM
10050,4571,CH3OH,0.1200,gh,MicroMOL-PER-GM-HR
10051,4571,CH3OH,1.4400,g,MicroMOL-PER-GM
10052,4572,CH3OH,0.4200,gh,MicroMOL-PER-GM-HR
10053,4572,CH3OH,10.0800,g,MicroMOL-PER-GM
10054,4573,CH3OH,0.4500,gh,MicroMOL-PER-GM-HR
10055,4573,CH3OH,16.2000,g,MicroMOL-PER-GM
