ID,Material_transformation_id,Chemical,Quantity,Unit,QUDT_unit
12232,5296,CH4,0.0800,gh,MicroMOL-PER-GM-HR
12233,5296,CO,5.0300,g,MicroMOL-PER-GM
12234,5296,CH4,0.3200,g,MicroMOL-PER-GM
12235,5297,CO,1.7358,gh,MicroMOL-PER-GM-HR
12236,5297,CO,6.9400,g,MicroMOL-PER-GM
12237,5298,CO,1.1900,gh,MicroMOL-PER-GM-HR
12238,5298,CH4,0.0325,gh,MicroMOL-PER-GM-HR
12239,5298,CO,4.7600,g,MicroMOL-PER-GM
12240,5298,CH4,0.1300,g,MicroMOL-PER-GM
12241,5299,CO,1.2250,gh,MicroMOL-PER-GM-HR
12242,5299,CH4,0.0625,gh,MicroMOL-PER-GM-HR
12243,5299,CO,4.9000,g,MicroMOL-PER-GM
12244,5299,CH4,0.2500,g,MicroMOL-PER-GM
12245,5300,CO,1.7500,gh,MicroMOL-PER-GM-HR
12246,5300,CO,14.0000,g,MicroMOL-PER-GM
12247,5301,CO,2.7300,gh,MicroMOL-PER-GM-HR
12248,5301,CO,21.8600,g,MicroMOL-PER-GM
12249,5302,CO,3.0000,gh,MicroMOL-PER-GM-HR
12250,5302,CO,18.0000,g,MicroMOL-PER-GM
12251,5303,CO,2.0000,gh,MicroMOL-PER-GM-HR
12252,5303,CO,16.0000,g,MicroMOL-PER-GM
12253,5304,CO,1.6250,gh,MicroMOL-PER-GM-HR
12254,5304,CO,13.0000,g,MicroMOL-PER-GM
12255,5305,CO,0.2500,gh,MicroMOL-PER-GM-HR
12256,5305,CO,1.0000,g,MicroMOL-PER-GM
12257,5306,CO,0.2750,gh,MicroMOL-PER-GM-HR
12258,5306,CO,1.1000,g,MicroMOL-PER-GM
12259,5307,CO,1.2500,gh,MicroMOL-PER-GM-HR
12260,5307,CO,5.0000,g,MicroMOL-PER-GM
12261,5308,CO,2.0350,gh,MicroMOL-PER-GM-HR
12262,5308,CO,8.1400,g,MicroMOL-PER-GM
12263,5309,H2,3.0000,gh,MicroMOL-PER-GM-HR
12264,5309,CO,25.3000,gh,MicroMOL-PER-GM-HR
12265,5309,H2,15.0000,g,MicroMOL-PER-GM
12266,5309,CO,126.5000,g,MicroMOL-PER-GM
12267,5310,CO,1.0000,gh,MicroMOL-PER-GM-HR
12268,5310,CO,4.0000,g,MicroMOL-PER-GM
12269,5311,CO,1.0750,gh,MicroMOL-PER-GM-HR
12270,5311,CO,4.3000,g,MicroMOL-PER-GM
12271,5312,CO,3.4500,gh,MicroMOL-PER-GM-HR
12272,5312,CO,13.8000,g,MicroMOL-PER-GM
12273,5313,CO,2.2500,gh,MicroMOL-PER-GM-HR
12274,5313,CO,9.0000,g,MicroMOL-PER-GM
12275,5314,CO,1.5000,gh,MicroMOL-PER-GM-HR
12276,5314,CO,6.0000,g,MicroMOL-PER-GM
12277,5315,H2,25.0000,gh,MicroMOL-PER-GM-HR
12278,5315,CO,98.1000,gh,MicroMOL-PER-GM-HR
12279,5315,H2,125.0000,g,MicroMOL-PER-GM
12280,5315,CO,490.5000,g,MicroMOL-PER-GM
12281,5316,H2,10.0000,gh,MicroMOL-PER-GM-HR
12282,5316,CO,112.6000,gh,MicroMOL-PER-GM-HR
12283,5316,H2,50.0000,g,MicroMOL-PER-GM
12284,5316,CO,563.0000,g,MicroMOL-PER-GM
12285,5317,CO,1.0000,gh,MicroMOL-PER-GM-HR
12286,5317,CH3COH,1.9000,gh,MicroMOL-PER-GM-HR
12287,5318,CO,4.0000,gh,MicroMOL-PER-GM-HR
12288,5318,CH3COH,5.5000,gh,MicroMOL-PER-GM-HR
12289,5319,CO,7.0000,gh,MicroMOL-PER-GM-HR
12290,5319,CH3COH,10.0000,gh,MicroMOL-PER-GM-HR
12291,5320,CO,10.0000,gh,MicroMOL-PER-GM-HR
12292,5320,CH3COH,13.9900,gh,MicroMOL-PER-GM-HR
12293,5321,CO,8.0000,gh,MicroMOL-PER-GM-HR
12294,5321,CH3COH,11.7600,gh,MicroMOL-PER-GM-HR
12295,5322,CO,7.5000,gh,MicroMOL-PER-GM-HR
12296,5322,CH3COH,9.8000,gh,MicroMOL-PER-GM-HR
12297,5323,CO,6.1900,gh,MicroMOL-PER-GM-HR
12298,5323,CH3COH,7.0000,gh,MicroMOL-PER-GM-HR
12299,5324,CH4,3.4000,gh,MicroMOL-PER-GM-HR
12300,5325,CH4,4.6000,gh,MicroMOL-PER-GM-HR
12301,5326,CH4,1.9000,gh,MicroMOL-PER-GM-HR
12302,5327,CH4,1.1000,gh,MicroMOL-PER-GM-HR
12303,5328,CO,4.4800,gh,MicroMOL-PER-GM-HR
12304,5328,CH4,5.3400,gh,MicroMOL-PER-GM-HR
12305,5328,CO,4.4800,g,MicroMOL-PER-GM
12306,5328,CH4,5.3400,g,MicroMOL-PER-GM
12307,5329,CO,0.9900,gh,MicroMOL-PER-GM-HR
12308,5329,CH4,1.0600,gh,MicroMOL-PER-GM-HR
12309,5329,CO,0.9900,g,MicroMOL-PER-GM
12310,5329,CH4,1.0600,g,MicroMOL-PER-GM
12311,5330,CO,0.4100,gh,MicroMOL-PER-GM-HR
12312,5330,CH4,0.2400,gh,MicroMOL-PER-GM-HR
12313,5330,CO,0.4100,g,MicroMOL-PER-GM
12314,5330,CH4,0.2400,g,MicroMOL-PER-GM
12315,5331,CO,0.3200,gh,MicroMOL-PER-GM-HR
12316,5331,CH4,0.4500,gh,MicroMOL-PER-GM-HR
12317,5331,CO,0.3200,g,MicroMOL-PER-GM
12318,5331,CH4,0.4500,g,MicroMOL-PER-GM
12319,5332,CH3OH,0.5100,gh,MicroMOL-PER-GM-HR
12320,5333,CH3OH,1.9600,gh,MicroMOL-PER-GM-HR
12321,5334,CH3OH,1.0700,gh,MicroMOL-PER-GM-HR
12322,5335,CH3OH,0.3800,gh,MicroMOL-PER-GM-HR
12323,5336,CH3OH,0.3700,gh,MicroMOL-PER-GM-HR
12324,5337,CH3OH,0.0200,gh,MicroMOL-PER-GM-HR
12325,5338,CO,0.1500,gh,MicroMOL-PER-GM-HR
12326,5338,CH4,0.0100,gh,MicroMOL-PER-GM-HR
12327,5338,CO,1.5000,g,MicroMOL-PER-GM
12328,5338,CH4,0.1000,g,MicroMOL-PER-GM
12329,5339,CO,0.7000,gh,MicroMOL-PER-GM-HR
12330,5339,CH4,0.2300,gh,MicroMOL-PER-GM-HR
12331,5339,CO,7.0000,g,MicroMOL-PER-GM
12332,5339,CH4,2.3000,g,MicroMOL-PER-GM
12333,5340,CO,0.9000,gh,MicroMOL-PER-GM-HR
12334,5340,CH4,0.4800,gh,MicroMOL-PER-GM-HR
12335,5340,CO,9.0000,g,MicroMOL-PER-GM
12336,5340,CH4,4.8000,g,MicroMOL-PER-GM
12337,5341,CO,1.2000,gh,MicroMOL-PER-GM-HR
12338,5341,CH4,0.5000,gh,MicroMOL-PER-GM-HR
12339,5341,CO,12.0000,g,MicroMOL-PER-GM
12340,5341,CH4,5.0000,g,MicroMOL-PER-GM
12341,5342,CO,1.1800,gh,MicroMOL-PER-GM-HR
12342,5342,CH4,0.6200,gh,MicroMOL-PER-GM-HR
12343,5342,CO,11.8000,g,MicroMOL-PER-GM
12344,5342,CH4,6.2000,g,MicroMOL-PER-GM
12345,5343,CO,1.4000,gh,MicroMOL-PER-GM-HR
12346,5343,CH4,0.7000,gh,MicroMOL-PER-GM-HR
12347,5343,CO,14.0000,g,MicroMOL-PER-GM
12348,5343,CH4,7.0000,g,MicroMOL-PER-GM
12349,5344,CO,1.5800,gh,MicroMOL-PER-GM-HR
12350,5344,CH4,0.8000,gh,MicroMOL-PER-GM-HR
12351,5344,CO,15.8000,g,MicroMOL-PER-GM
12352,5344,CH4,8.0000,g,MicroMOL-PER-GM
12353,5345,CO,1.8700,gh,MicroMOL-PER-GM-HR
12354,5345,CH4,8.1000,gh,MicroMOL-PER-GM-HR
12355,5345,CO,7.4800,g,MicroMOL-PER-GM
12356,5345,CH4,36.4000,g,MicroMOL-PER-GM
12357,5346,CO,1.8000,gh,MicroMOL-PER-GM-HR
12358,5346,CH4,13.6000,gh,MicroMOL-PER-GM-HR
12359,5346,CO,7.2000,g,MicroMOL-PER-GM
12360,5346,CH4,54.4000,g,MicroMOL-PER-GM
12361,5347,CO,1.8100,gh,MicroMOL-PER-GM-HR
12362,5347,CH4,9.6000,gh,MicroMOL-PER-GM-HR
12363,5347,CO,7.2400,g,MicroMOL-PER-GM
12364,5347,CH4,38.4000,g,MicroMOL-PER-GM
12365,5348,CO,1.5100,gh,MicroMOL-PER-GM-HR
12366,5348,CH4,3.4200,gh,MicroMOL-PER-GM-HR
12367,5348,CO,6.0400,g,MicroMOL-PER-GM
12368,5348,CH4,13.6800,g,MicroMOL-PER-GM
12369,5349,CO,3.2000,gh,MicroMOL-PER-GM-HR
12370,5349,CH4,0.8000,gh,MicroMOL-PER-GM-HR
12371,5349,CO,12.8000,g,MicroMOL-PER-GM
12372,5349,CH4,3.2000,g,MicroMOL-PER-GM
12373,5350,CO,4.0000,gh,MicroMOL-PER-GM-HR
12374,5350,CH4,1.5000,gh,MicroMOL-PER-GM-HR
12375,5350,CO,16.0000,g,MicroMOL-PER-GM
12376,5350,CH4,6.0000,g,MicroMOL-PER-GM
12377,5351,CO,2.8000,gh,MicroMOL-PER-GM-HR
12378,5351,CH4,0.5000,gh,MicroMOL-PER-GM-HR
12379,5351,CO,11.2000,g,MicroMOL-PER-GM
12380,5351,CH4,2.0000,g,MicroMOL-PER-GM
12381,5352,CO,2.4000,gh,MicroMOL-PER-GM-HR
12382,5352,CH4,0.4000,gh,MicroMOL-PER-GM-HR
12383,5352,CO,9.6000,g,MicroMOL-PER-GM
12384,5352,CH4,1.6000,g,MicroMOL-PER-GM
12385,5353,CO,1.6000,gh,MicroMOL-PER-GM-HR
12386,5353,CH4,0.4000,gh,MicroMOL-PER-GM-HR
12387,5353,CO,6.4000,g,MicroMOL-PER-GM
12388,5353,CH4,1.6000,g,MicroMOL-PER-GM
12389,5354,CO,2.7300,gh,MicroMOL-PER-GM-HR
12390,5354,CH4,1.2100,gh,MicroMOL-PER-GM-HR
12391,5354,CO,10.9100,g,MicroMOL-PER-GM
12392,5354,CH4,4.8400,g,MicroMOL-PER-GM
12393,5355,CO,6.2600,gh,MicroMOL-PER-GM-HR
12394,5355,CH4,4.4400,gh,MicroMOL-PER-GM-HR
12395,5355,CO,25.0300,g,MicroMOL-PER-GM
12396,5355,CH4,17.7500,g,MicroMOL-PER-GM
12397,5356,CO,14.6000,gh,MicroMOL-PER-GM-HR
12398,5356,CH4,10.3700,gh,MicroMOL-PER-GM-HR
12399,5356,CO,58.4000,g,MicroMOL-PER-GM
12400,5356,CH4,41.4700,g,MicroMOL-PER-GM
12401,5357,CO,7.5800,gh,MicroMOL-PER-GM-HR
12402,5357,CH4,5.1900,gh,MicroMOL-PER-GM-HR
12403,5357,CO,30.3300,g,MicroMOL-PER-GM
12404,5357,CH4,20.7700,g,MicroMOL-PER-GM
12405,5358,CO,1.6300,gh,MicroMOL-PER-GM-HR
12406,5358,CH4,0.2200,gh,MicroMOL-PER-GM-HR
12407,5358,CO,6.5100,g,MicroMOL-PER-GM
12408,5358,CH4,0.8700,g,MicroMOL-PER-GM
12409,5359,CO,18.2200,gh,MicroMOL-PER-GM-HR
12410,5359,CH4,5.2200,gh,MicroMOL-PER-GM-HR
12411,5359,CO,164.0000,g,MicroMOL-PER-GM
12412,5359,CH4,47.0000,g,MicroMOL-PER-GM
12413,5360,CO,192.4000,gh,MicroMOL-PER-GM-HR
12414,5360,CH4,7.0000,gh,MicroMOL-PER-GM-HR
12415,5360,CO,1732.0000,g,MicroMOL-PER-GM
12416,5360,CH4,63.0000,g,MicroMOL-PER-GM
12417,5361,CO,213.0000,gh,MicroMOL-PER-GM-HR
12418,5361,CH4,9.1100,gh,MicroMOL-PER-GM-HR
12419,5361,CO,1917.0000,g,MicroMOL-PER-GM
12420,5361,CH4,82.0000,g,MicroMOL-PER-GM
12421,5362,CO,85.2200,gh,MicroMOL-PER-GM-HR
12422,5362,CH4,12.0000,gh,MicroMOL-PER-GM-HR
12423,5362,CO,767.0000,g,MicroMOL-PER-GM
12424,5362,CH4,108.0000,g,MicroMOL-PER-GM
12425,5363,CO,0.7000,gh,MicroMOL-PER-GM-HR
12426,5363,CH4,1.0000,gh,MicroMOL-PER-GM-HR
12427,5363,CO,7.0000,g,MicroMOL-PER-GM
12428,5363,CH4,10.0000,g,MicroMOL-PER-GM
12429,5364,CO,7.6000,gh,MicroMOL-PER-GM-HR
12430,5364,CH4,1.6000,gh,MicroMOL-PER-GM-HR
12431,5364,CO,76.0000,g,MicroMOL-PER-GM
12432,5364,CH4,16.0000,g,MicroMOL-PER-GM
12433,5365,CO,1.9000,gh,MicroMOL-PER-GM-HR
12434,5365,CH4,1.8000,gh,MicroMOL-PER-GM-HR
12435,5365,CO,19.0000,g,MicroMOL-PER-GM
12436,5365,CH4,18.0000,g,MicroMOL-PER-GM
12437,5366,CO,53.3000,gh,MicroMOL-PER-GM-HR
12438,5367,H2,4.0000,gh,MicroMOL-PER-GM-HR
12439,5367,CO,195.7000,gh,MicroMOL-PER-GM-HR
12440,5368,H2,3.0000,gh,MicroMOL-PER-GM-HR
12441,5368,CO,242.3000,gh,MicroMOL-PER-GM-HR
12442,5369,H2,13.0000,gh,MicroMOL-PER-GM-HR
12443,5369,CO,182.9000,gh,MicroMOL-PER-GM-HR
12444,5370,H2,12.0000,gh,MicroMOL-PER-GM-HR
12445,5370,CO,159.2000,gh,MicroMOL-PER-GM-HR
12446,5371,H2,10.0000,gh,MicroMOL-PER-GM-HR
12447,5371,CO,92.6000,gh,MicroMOL-PER-GM-HR
12448,5372,H2,5.0000,gh,MicroMOL-PER-GM-HR
12449,5372,CO,40.0000,gh,MicroMOL-PER-GM-HR
12450,5372,CH4,140.0000,gh,MicroMOL-PER-GM-HR
12451,5373,H2,3.0000,gh,MicroMOL-PER-GM-HR
12452,5373,CO,20.0000,gh,MicroMOL-PER-GM-HR
12453,5373,CH4,43.0000,gh,MicroMOL-PER-GM-HR
12454,5374,CO,18.0000,gh,MicroMOL-PER-GM-HR
12455,5374,CH4,16.0000,gh,MicroMOL-PER-GM-HR
12456,5375,H2,3.3300,gh,MicroMOL-PER-GM-HR
12457,5375,CO,16.7000,gh,MicroMOL-PER-GM-HR
12458,5376,H2,16.7000,gh,MicroMOL-PER-GM-HR
12459,5376,CO,43.3000,gh,MicroMOL-PER-GM-HR
12460,5377,H2,20.0000,gh,MicroMOL-PER-GM-HR
12461,5377,CO,200.0000,gh,MicroMOL-PER-GM-HR
12462,5378,H2,6.6700,gh,MicroMOL-PER-GM-HR
12463,5378,CO,96.2500,gh,MicroMOL-PER-GM-HR
12464,5379,CO,2.3500,gh,MicroMOL-PER-GM-HR
12465,5379,CH4,1.1700,gh,MicroMOL-PER-GM-HR
12466,5379,CO,16.4700,g,MicroMOL-PER-GM
12467,5379,CH4,8.2300,g,MicroMOL-PER-GM
12468,5380,CO,3.5300,gh,MicroMOL-PER-GM-HR
12469,5380,CH4,1.0100,gh,MicroMOL-PER-GM-HR
12470,5380,CO,24.7100,g,MicroMOL-PER-GM
12471,5380,CH4,7.0600,g,MicroMOL-PER-GM
12472,5381,CO,4.8700,gh,MicroMOL-PER-GM-HR
12473,5381,CH4,1.5100,gh,MicroMOL-PER-GM-HR
12474,5381,CO,34.1200,g,MicroMOL-PER-GM
12475,5381,CH4,10.5900,g,MicroMOL-PER-GM
12476,5382,CO,6.5500,gh,MicroMOL-PER-GM-HR
12477,5382,CH4,3.7000,gh,MicroMOL-PER-GM-HR
12478,5382,CO,45.8800,g,MicroMOL-PER-GM
12479,5382,CH4,25.8800,g,MicroMOL-PER-GM
12480,5383,H2,0.3400,gh,MicroMOL-PER-GM-HR
12481,5383,CO,5.8800,gh,MicroMOL-PER-GM-HR
12482,5383,CH4,2.0200,gh,MicroMOL-PER-GM-HR
12483,5383,H2,2.3500,g,MicroMOL-PER-GM
12484,5383,CO,41.1700,g,MicroMOL-PER-GM
12485,5383,CH4,14.1100,g,MicroMOL-PER-GM
12486,5384,H2,0.1000,gh,MicroMOL-PER-GM-HR
12487,5384,CO,5.3800,gh,MicroMOL-PER-GM-HR
12488,5384,H2,0.7100,g,MicroMOL-PER-GM
12489,5384,CO,37.6500,g,MicroMOL-PER-GM
12490,5385,CO,12.0000,gh,MicroMOL-PER-GM-HR
12491,5385,CH4,0.9100,gh,MicroMOL-PER-GM-HR
12492,5385,CO,48.0000,g,MicroMOL-PER-GM
12493,5385,CH4,3.6400,g,MicroMOL-PER-GM
12494,5386,CO,6.8000,gh,MicroMOL-PER-GM-HR
12495,5386,CO,27.2000,g,MicroMOL-PER-GM
12496,5387,CO,2.8000,gh,MicroMOL-PER-GM-HR
12497,5387,CO,11.2000,g,MicroMOL-PER-GM
12498,5388,CO,2.8000,gh,MicroMOL-PER-GM-HR
12499,5388,CH4,0.1600,gh,MicroMOL-PER-GM-HR
12500,5388,CO,7.0000,g,MicroMOL-PER-GM
12501,5388,CH4,0.4000,g,MicroMOL-PER-GM
12502,5389,CO,4.4000,gh,MicroMOL-PER-GM-HR
12503,5389,CH4,0.1100,gh,MicroMOL-PER-GM-HR
12504,5389,CO,11.0100,g,MicroMOL-PER-GM
12505,5389,CH4,0.2800,g,MicroMOL-PER-GM
12506,5390,CO,8.6800,gh,MicroMOL-PER-GM-HR
12507,5390,CH4,0.9600,gh,MicroMOL-PER-GM-HR
12508,5390,CO,21.7000,g,MicroMOL-PER-GM
12509,5390,CH4,2.4000,g,MicroMOL-PER-GM
12510,5391,CH3OH,240.0000,gh,MicroMOL-PER-GM-HR
12511,5391,C2H5OH,190.0000,gh,MicroMOL-PER-GM-HR
12512,5392,CH3OH,370.0000,gh,MicroMOL-PER-GM-HR
12513,5392,C2H5OH,140.0000,gh,MicroMOL-PER-GM-HR
12514,5393,CH3OH,180.0000,gh,MicroMOL-PER-GM-HR
12515,5393,C2H5OH,150.0000,gh,MicroMOL-PER-GM-HR
12516,5394,CH3OH,140.0000,gh,MicroMOL-PER-GM-HR
12517,5395,CH4,4.8000,gh,MicroMOL-PER-GM-HR
12518,5395,CH4,38.4000,g,MicroMOL-PER-GM
12519,5396,CH4,6.0000,gh,MicroMOL-PER-GM-HR
12520,5396,CH4,48.0000,g,MicroMOL-PER-GM
12521,5397,CH4,4.7000,gh,MicroMOL-PER-GM-HR
12522,5397,CH4,37.6000,g,MicroMOL-PER-GM
12523,5398,CH4,4.2000,gh,MicroMOL-PER-GM-HR
12524,5398,CH4,33.6000,g,MicroMOL-PER-GM
12525,5399,CH4,3.7000,gh,MicroMOL-PER-GM-HR
12526,5399,CH4,29.6000,g,MicroMOL-PER-GM
12527,5400,CH4,1.9000,gh,MicroMOL-PER-GM-HR
12528,5400,CH4,15.2000,g,MicroMOL-PER-GM
12529,5401,H2,0.8000,gh,MicroMOL-PER-GM-HR
12530,5401,CO,13.0000,gh,MicroMOL-PER-GM-HR
12531,5401,H2,4.0000,g,MicroMOL-PER-GM
12532,5401,CO,65.0000,g,MicroMOL-PER-GM
12533,5402,H2,0.4000,gh,MicroMOL-PER-GM-HR
12534,5402,CO,12.0000,gh,MicroMOL-PER-GM-HR
12535,5402,H2,2.0000,g,MicroMOL-PER-GM
12536,5402,CO,60.0000,g,MicroMOL-PER-GM
12537,5403,H2,0.4000,gh,MicroMOL-PER-GM-HR
12538,5403,CO,14.0000,gh,MicroMOL-PER-GM-HR
12539,5403,H2,2.0000,g,MicroMOL-PER-GM
12540,5403,CO,70.0000,g,MicroMOL-PER-GM
12541,5404,CO,3.7000,gh,MicroMOL-PER-GM-HR
12542,5404,CH4,0.5000,gh,MicroMOL-PER-GM-HR
12543,5404,CO,9.2500,g,MicroMOL-PER-GM
12544,5404,CH4,1.2500,g,MicroMOL-PER-GM
12545,5405,CO,3.6000,gh,MicroMOL-PER-GM-HR
12546,5405,CH4,1.2000,gh,MicroMOL-PER-GM-HR
12547,5405,CO,9.0000,g,MicroMOL-PER-GM
12548,5405,CH4,3.0000,g,MicroMOL-PER-GM
12549,5406,CO,28.3000,gh,MicroMOL-PER-GM-HR
12550,5406,CH4,1.3000,gh,MicroMOL-PER-GM-HR
12551,5406,CO,70.7500,g,MicroMOL-PER-GM
12552,5406,CH4,3.2500,g,MicroMOL-PER-GM
12553,5407,CH4,18.0000,gh,MicroMOL-PER-GM-HR
12554,5407,CH4,126.0000,g,MicroMOL-PER-GM
12555,5408,CH4,7.5700,gh,MicroMOL-PER-GM-HR
12556,5408,CH4,53.0000,g,MicroMOL-PER-GM
12557,5409,CH4,6.7100,gh,MicroMOL-PER-GM-HR
12558,5409,CH4,47.0000,g,MicroMOL-PER-GM
12559,5410,CH4,12.0000,gh,MicroMOL-PER-GM-HR
12560,5410,CH4,84.0000,g,MicroMOL-PER-GM
12561,5411,CH4,10.2900,gh,MicroMOL-PER-GM-HR
12562,5411,CH4,72.0000,g,MicroMOL-PER-GM
12563,5412,CH4,1.4300,gh,MicroMOL-PER-GM-HR
12564,5412,CH4,10.0000,g,MicroMOL-PER-GM
12565,5413,CO,134.5200,gh,MicroMOL-PER-GM-HR
12566,5413,CH4,3.4700,gh,MicroMOL-PER-GM-HR
12567,5414,H2,0.2000,gh,MicroMOL-PER-GM-HR
12568,5414,CO,27.1400,gh,MicroMOL-PER-GM-HR
12569,5414,CH4,19.1800,gh,MicroMOL-PER-GM-HR
12570,5415,H2,0.2000,gh,MicroMOL-PER-GM-HR
12571,5415,CO,5.9600,gh,MicroMOL-PER-GM-HR
12572,5415,CH4,4.3800,gh,MicroMOL-PER-GM-HR
12573,5416,CO,1166.7200,gh,MicroMOL-PER-GM-HR
12574,5417,CO,27.6300,gh,MicroMOL-PER-GM-HR
12575,5417,CH4,1.2400,gh,MicroMOL-PER-GM-HR
12576,5418,H2,0.2000,gh,MicroMOL-PER-GM-HR
12577,5418,CO,248.6200,gh,MicroMOL-PER-GM-HR
12578,5418,CH4,175.4200,gh,MicroMOL-PER-GM-HR
12579,5419,H2,0.2000,gh,MicroMOL-PER-GM-HR
12580,5419,CO,324.7200,gh,MicroMOL-PER-GM-HR
12581,5419,CH4,175.4200,gh,MicroMOL-PER-GM-HR
12582,5420,H2,1.1000,gh,MicroMOL-PER-GM-HR
12583,5421,H2,0.1000,gh,MicroMOL-PER-GM-HR
12584,5421,CO,102.3200,gh,MicroMOL-PER-GM-HR
12585,5421,CH4,88.4500,gh,MicroMOL-PER-GM-HR
12586,5422,H2,0.8000,gh,MicroMOL-PER-GM-HR
12587,5422,CO,1.2500,gh,MicroMOL-PER-GM-HR
12588,5422,CH4,0.1000,gh,MicroMOL-PER-GM-HR
12589,5422,CH3OH,0.1500,gh,MicroMOL-PER-GM-HR
12590,5423,H2,0.7500,gh,MicroMOL-PER-GM-HR
12591,5423,CO,0.5500,gh,MicroMOL-PER-GM-HR
12592,5424,CO,0.7000,gh,MicroMOL-PER-GM-HR
12593,5426,CO,11.7000,gh,MicroMOL-PER-GM-HR
12594,5426,CO,46.8000,g,MicroMOL-PER-GM
12595,5427,CO,6.4000,gh,MicroMOL-PER-GM-HR
12596,5427,CO,25.6000,g,MicroMOL-PER-GM
12597,5428,CO,3.7000,gh,MicroMOL-PER-GM-HR
12598,5428,CO,14.8000,g,MicroMOL-PER-GM
12599,5429,CO,4.5000,gh,MicroMOL-PER-GM-HR
12600,5429,CH3OH,2.0000,gh,MicroMOL-PER-GM-HR
12601,5429,CO,13.5000,g,MicroMOL-PER-GM
12602,5429,CH3OH,6.0000,g,MicroMOL-PER-GM
12603,5430,CO,6.7500,gh,MicroMOL-PER-GM-HR
12604,5430,CH3OH,3.0000,gh,MicroMOL-PER-GM-HR
12605,5430,CO,20.2500,g,MicroMOL-PER-GM
12606,5430,CH3OH,9.0000,g,MicroMOL-PER-GM
12607,5431,CO,13.5000,gh,MicroMOL-PER-GM-HR
12608,5431,CH3OH,16.5000,gh,MicroMOL-PER-GM-HR
12609,5431,CO,40.5000,g,MicroMOL-PER-GM
12610,5431,CH3OH,49.5000,g,MicroMOL-PER-GM
12611,5432,CO,6.7500,gh,MicroMOL-PER-GM-HR
12612,5432,CH3OH,3.0000,gh,MicroMOL-PER-GM-HR
12613,5432,CO,20.2500,g,MicroMOL-PER-GM
12614,5432,CH3OH,9.0000,g,MicroMOL-PER-GM
12615,5433,CO,2.2500,gh,MicroMOL-PER-GM-HR
12616,5433,CH3OH,1.5000,gh,MicroMOL-PER-GM-HR
12617,5433,CO,6.7500,g,MicroMOL-PER-GM
12618,5433,CH3OH,4.5000,g,MicroMOL-PER-GM
12619,5434,CH3OH,75.0000,gh,MicroMOL-PER-GM-HR
12620,5434,CH3OH,300.0000,g,MicroMOL-PER-GM
12621,5435,CH3OH,312.5000,gh,MicroMOL-PER-GM-HR
12622,5435,CH3OH,1250.0000,g,MicroMOL-PER-GM
12623,5436,CH3OH,562.5000,gh,MicroMOL-PER-GM-HR
12624,5436,CH3OH,2250.0000,g,MicroMOL-PER-GM
12625,5437,CH3OH,425.0000,gh,MicroMOL-PER-GM-HR
12626,5437,CH3OH,1700.0000,g,MicroMOL-PER-GM
12627,5438,CH3OH,187.5000,gh,MicroMOL-PER-GM-HR
12628,5438,CH3OH,750.0000,g,MicroMOL-PER-GM
12629,5442,CO,121.0000,gh,MicroMOL-PER-GM-HR
12630,5443,CO,11.0000,gh,MicroMOL-PER-GM-HR
12631,5444,CO,2.0000,gh,MicroMOL-PER-GM-HR
12632,5447,CO,662.5000,gh,MicroMOL-PER-GM-HR
12633,5447,CH3OH,55.0000,gh,MicroMOL-PER-GM-HR
12634,5448,CO,317.5000,gh,MicroMOL-PER-GM-HR
12635,5448,CH3OH,32.5000,gh,MicroMOL-PER-GM-HR
12636,5449,CO,25.0000,gh,MicroMOL-PER-GM-HR
12637,5449,CH3OH,2.5000,gh,MicroMOL-PER-GM-HR
12638,5450,CH4,0.1700,gh,MicroMOL-PER-GM-HR
12639,5450,CH4,2.0000,g,MicroMOL-PER-GM
12640,5451,CH4,0.5000,gh,MicroMOL-PER-GM-HR
12641,5451,CH4,6.0000,g,MicroMOL-PER-GM
12642,5452,CH4,0.6700,gh,MicroMOL-PER-GM-HR
12643,5452,CH4,8.0000,g,MicroMOL-PER-GM
12644,5453,CH4,1.9200,gh,MicroMOL-PER-GM-HR
12645,5453,CH4,23.0000,g,MicroMOL-PER-GM
12646,5455,CO,0.3750,gh,MicroMOL-PER-GM-HR
12647,5455,CO,3.7500,g,MicroMOL-PER-GM
12648,5456,CO,0.4500,gh,MicroMOL-PER-GM-HR
12649,5456,CO,4.5000,g,MicroMOL-PER-GM
12650,5457,CO,0.8000,gh,MicroMOL-PER-GM-HR
12651,5457,CO,8.0000,g,MicroMOL-PER-GM
12652,5458,CO,0.6500,gh,MicroMOL-PER-GM-HR
12653,5458,CO,6.5000,g,MicroMOL-PER-GM
12654,5459,CO,0.3500,gh,MicroMOL-PER-GM-HR
12655,5459,CO,3.5000,g,MicroMOL-PER-GM
12656,5460,CO,0.4000,gh,MicroMOL-PER-GM-HR
12657,5460,CO,4.0000,g,MicroMOL-PER-GM
12658,5461,CO,0.8000,gh,MicroMOL-PER-GM-HR
12659,5461,CO,8.0000,g,MicroMOL-PER-GM
12660,5462,CO,1.0000,gh,MicroMOL-PER-GM-HR
12661,5462,CO,10.0000,g,MicroMOL-PER-GM
12662,5463,CO,0.6000,gh,MicroMOL-PER-GM-HR
12663,5463,CO,6.0000,g,MicroMOL-PER-GM
12664,5464,CO,0.3000,gh,MicroMOL-PER-GM-HR
12665,5464,CO,3.0000,g,MicroMOL-PER-GM
12666,5465,CO,92.5000,gh,MicroMOL-PER-GM-HR
