ID,Material_transformation_id,Chemical,Percent,Role,crystal_structure
11821,5626,TiO2,,Catalyst,Anatase
11822,5626,Sm,0.5,Dopant,Anatase
11823,5626,H2O,,Reductant,Anatase
11824,5627,TiO2,,Catalyst,Anatase
11825,5627,Sm,0.25,Dopant,Anatase
11826,5627,H2O,,Reductant,Anatase
11827,5628,TiO2,,Catalyst,Anatase
11828,5628,H2O,,Reductant,Anatase
11829,5629,Ni-NiS,,Catalyst,
11830,5629,H2O,,Reductant,
11831,5630,ZnO,,Catalyst,
11832,5630,Ni-NiS,6.68,Co-catalyst,
11833,5630,C,0.0,Co-catalyst,
11834,5630,H2O,,Reductant,
11835,5631,ZnO,,Catalyst,
11836,5631,Ni-NiS,4.75,Co-catalyst,
11837,5631,H2O,,Reductant,
11838,5632,ZnO,,Catalyst,
11839,5632,Ni-NiS,3.43,Co-catalyst,
11840,5632,C,0.0,Co-catalyst,
11841,5632,H2O,,Reductant,
11842,5633,ZnO,,Catalyst,
11843,5633,C,0,Co-catalyst,
11844,5633,H2O,,Reductant,
11845,5634,TiO2,,Catalyst,Mix
11846,5634,Pt,0,Co-catalyst,Mix
11847,5634,H2O,,Reductant,Mix
11848,5635,TiO2,,Catalyst,Mix
11849,5635,Pt,0,Co-catalyst,Mix
11850,5635,H2O,,Reductant,Mix
11851,5636,TiO2,,Catalyst,Mix
11852,5636,H2O,,Reductant,Mix
11853,5637,TiO2,,Catalyst,Mix
11854,5637,H2O,,Reductant,Mix
11855,5638,Cu2O,,Catalyst,
11856,5638,NiFe_LDH,0,Co-catalyst,
11857,5638,H2O,,Reductant,
11858,5639,Cu2O,,Catalyst,
11859,5639,NiFe-LDH,0,Co-catalyst,
11860,5639,H2O,,Reductant,
11861,5640,Cu2O,,Catalyst,
11862,5640,NiFe-LDH,0,Co-catalyst,
11863,5640,H2O,,Reductant,
11864,5641,Cu2O,,Catalyst,
11865,5641,H2O,,Reductant,
11866,5642,NiFe-LDH,,Catalyst,
11867,5642,H2O,,Reductant,
11868,5643,MoS2,,Catalyst,
11869,5643,Ag,0,Co-catalyst,
11870,5643,H2O,,Reductant,
11871,5644,MoS2,,Catalyst,
11872,5644,Au,0,Co-catalyst,
11873,5644,H2O,,Reductant,
11874,5645,MoS2,,Catalyst,
11875,5645,H2O,,Reductant,
11876,5646,Zn-LDH,,Catalyst,
11877,5646,Al3+,0.0,Dopant,
11878,5646,H2O,,Reductant,
11879,5647,Zn-LDH,,Catalyst,
11880,5647,Ga3+,0.0,Dopant,
11881,5647,H2O,,Reductant,
11882,5648,Zn-LDH,,Catalyst,
11883,5648,Co3+,0.0,Dopant,
11884,5648,H2O,,Reductant,
11885,5649,Zn-LDH,,Catalyst,
11886,5649,Fe3+,0.0,Dopant,
11887,5649,H2O,,Reductant,
11888,5650,Zn-LDH,,Catalyst,
11889,5650,Ti4+,0.0,Dopant,
11890,5650,H2O,,Reductant,
11891,5651,C3N4,,Catalyst,
11892,5651,Montmorillonite,30,Co-catalyst,
11893,5651,H2O,,Reductant,
11894,5652,C3N4,,Catalyst,
11895,5652,Montmorillonite,20,Co-catalyst,
11896,5652,H2O,,Reductant,
11897,5653,C3N4,,Catalyst,
11898,5653,Montmorillonite,10,Co-catalyst,
11899,5653,H2O,,Reductant,
11900,5654,C3N4,,Catalyst,
11901,5654,H2O,,Reductant,
11902,5655,g-C3N4,,Catalyst,
11903,5655,H2O,,Reductant,
11904,5656,Co3O4,,Catalyst,
11905,5656,"2,2-bipyridine",0.0,Dye,
11906,5656,TEOA,,Reductant,
11907,5657,CdIn2S4,,Catalyst,
11908,5657,Co3O4,10,Co-catalyst,
11909,5657,"2,2-bipyridine",0.0,Dye,
11910,5657,TEOA,,Reductant,
11911,5658,CdIn2S4,,Catalyst,
11912,5658,Co3O4,5,Co-catalyst,
11913,5658,"2,2-bipyridine",0.0,Dye,
11914,5658,TEOA,,Reductant,
11915,5659,CdIn2S4,,Catalyst,
11916,5659,Co3O4,2,Co-catalyst,
11917,5659,"2,2-bipyridine",0.0,Dye,
11918,5659,TEOA,,Reductant,
11919,5660,CdIn2S4,,Catalyst,
11920,5660,"2,2-bipyridine",0.0,Dye,
11921,5660,TEOA,,Reductant,
11922,5661,TiO2,,Catalyst,Anatase
11923,5661,Au,0,Co-catalyst,Anatase
11924,5661,H2O,,Reductant,Anatase
11925,5662,TiO2,,Catalyst,Anatase
11926,5662,Pd,0,Co-catalyst,Anatase
11927,5662,Au,0.0,Co-catalyst,Anatase
11928,5662,H2O,,Reductant,Anatase
11929,5663,TiO2,,Catalyst,Anatase
11930,5663,Pd,0,Co-catalyst,Anatase
11931,5663,Au,0.0,Co-catalyst,Anatase
11932,5663,H2O,,Reductant,Anatase
11933,5664,TiO2,,Catalyst,Anatase
11934,5664,Pd,0,Co-catalyst,Anatase
11935,5664,Au,0.0,Co-catalyst,Anatase
11936,5664,H2O,,Reductant,Anatase
11937,5665,TiO2,,Catalyst,Anatase
11938,5665,Pd,0,Co-catalyst,Anatase
11939,5665,H2O,,Reductant,Anatase
11940,5666,TiO2,,Catalyst,Anatase
11941,5666,H2O,,Reductant,Anatase
11942,5667,C3N4,,Catalyst,
11943,5667,Ni(OH)2,0,Co-catalyst,
11944,5667,H2O,,Reductant,
11945,5668,C3N4,,Catalyst,
11946,5668,H2O,,Reductant,
11947,5669,C3N4,,Catalyst,
11948,5669,Ni(OH)2,0,Co-catalyst,
11949,5669,H2O,,Reductant,
11950,5670,C3N4,,Catalyst,
11951,5670,H2O,,Reductant,
11952,5671,Cu2O,,Catalyst,
11953,5671,Dolomite Activated,0.0,Support,
11954,5671,H2O,,Reductant,
11955,5672,Cu2O,,Catalyst,
11956,5672,H2O,,Reductant,
11957,5673,Dolomite,,Catalyst,
11958,5673,H2O,,Reductant,
11959,5674,Dolomite,,Catalyst,
11960,5674,H2O,,Reductant,
11961,5675,CoAl,,Catalyst,
11962,5675,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
11963,5675,TEOA,,Reductant,
11964,5676,NiAl,,Catalyst,
11965,5676,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
11966,5676,TEOA,,Reductant,
11967,5677,ZnAl,,Catalyst,
11968,5677,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
11969,5677,TEOA,,Reductant,
11970,5678,MgAl,,Catalyst,
11971,5678,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
11972,5678,TEOA,,Reductant,
11973,5679,Cu2O,,Catalyst,
11974,5679,CdSe,0,Co-catalyst,
11975,5679,Au,0.0,Dopant,
11976,5679,TEOA (H2O 70%),,Reductant,
11977,5680,Cu2O,,Catalyst,
11978,5680,CdSe,0,Co-catalyst,
11979,5680,Au,0.0,Dopant,
11980,5680,TEOA (H2O 50%),,Reductant,
11981,5681,Cu2O,,Catalyst,
11982,5681,CdSe,0,Co-catalyst,
11983,5681,Au,0.0,Dopant,
11984,5681,TEOA (H2O 30%),,Reductant,
11985,5682,Cu2O,,Catalyst,
11986,5682,CdSe,0,Co-catalyst,
11987,5682,Au,0.0,Dopant,
11988,5682,TEOA (H2O 15%),,Reductant,
11989,5683,Cu2O,,Catalyst,
11990,5683,CdSe,0,Co-catalyst,
11991,5683,Au,0.0,Dopant,
11992,5683,TEOA,,Reductant,
11993,5684,Cu2O,,Catalyst,
11994,5684,CdSe,0,Co-catalyst,
11995,5684,TEOA,,Reductant,
11996,5685,Cu2O,,Catalyst,
11997,5685,Au,0.0,Dopant,
11998,5685,TEOA,,Reductant,
11999,5686,Cu2O,,Catalyst,
12000,5686,TEOA,,Reductant,
12001,5687,C3N4,,Catalyst,
12002,5687,T3C,0,Co-catalyst,
12003,5687,H2O,,Reductant,
12004,5688,TiO2,,Catalyst,Mix
12005,5688,C3N4,0,Co-catalyst,Mix
12006,5688,T3C,0.0,Co-catalyst,Mix
12007,5688,H2O,,Reductant,Mix
12008,5689,TiO2,,Catalyst,Mix
12009,5689,C3N4,0,Co-catalyst,Mix
12010,5689,H2O,,Reductant,Mix
12011,5690,C3N4,,Catalyst,
12012,5690,H2O,,Reductant,
12013,5691,TiO2,,Catalyst,Mix
12014,5691,H2O,,Reductant,Mix
12015,5692,SnS2,,Catalyst,
12016,5692,H2O,,Reductant,
12017,5693,SnS2,,Catalyst,
12018,5693,H2O,,Reductant,
12019,5694,ZnFe2O4,,Catalyst,
12020,5694,H2O,,Reductant,
12021,5695,In2O3,,Catalyst,
12022,5695,ZnFe2O4,20,Co-catalyst,
12023,5695,RGO,10.0,Co-catalyst,
12024,5695,H2O,,Reductant,
12025,5696,In2O3,,Catalyst,
12026,5696,ZnFe2O4,20,Co-catalyst,
12027,5696,H2O,,Reductant,
12028,5697,In2O3,,Catalyst,
12029,5697,RGO,10,Co-catalyst,
12030,5697,H2O,,Reductant,
12031,5698,In2O3,,Catalyst,
12032,5698,H2O,,Reductant,
12033,5699,NH2-UiO-66,,Catalyst,
12034,5699,TEOA,,Reductant,
12035,5700,NH2-UiO-66,,Catalyst,
12036,5700,CdS,60,Co-catalyst,
12037,5700,TEOA,,Reductant,
12038,5701,NH2-UiO-66,,Catalyst,
12039,5701,CdS,40,Co-catalyst,
12040,5701,TEOA,,Reductant,
12041,5702,NH2-UiO-66,,Catalyst,
12042,5702,CdS,20,Co-catalyst,
12043,5702,TEOA,,Reductant,
12044,5703,NH2-UiO-66,,Catalyst,
12045,5703,TEOA,,Reductant,
12046,5704,CdS,,Catalyst,
12047,5704,TEOA,,Reductant,
12048,5705,Black P,,Catalyst,
12049,5705,Triazine,0,Co-catalyst,
12050,5705,TEOA,,Reductant,
12051,5706,triazine,,Catalyst,
12052,5706,TEOA,,Reductant,
12053,5707,Black P,,Catalyst,
12054,5707,TEOA,,Reductant,
12055,5708,[Fe(L)Cl]Â·DMF,,Catalyst,
12056,5708,TEOA,,Reductant,
12057,5709,[Mn(L)Cl]Â·DMF,,Catalyst,
12058,5709,TEOA,,Reductant,
12059,5710,g-C3N4,,Catalyst,
12060,5710,Rb,0.0,Dopant,
12061,5710,H2O,,Reductant,
12062,5711,g-C3N4,,Catalyst,
12063,5711,K,0.0,Dopant,
12064,5711,H2O,,Reductant,
12065,5712,g-C3N4,,Catalyst,
12066,5712,Na,0.0,Dopant,
12067,5712,H2O,,Reductant,
12068,5713,g-C3N4,,Catalyst,
12069,5713,Li,0.0,Dopant,
12070,5713,H2O,,Reductant,
12071,5714,g-C3N4,,Catalyst,
12072,5714,H2O,,Reductant,
12073,5715,g-C3N4,,Catalyst,
12074,5715,FeWO4,30,Co-catalyst,
12075,5715,H2O,,Reductant,
12076,5716,g-C3N4,,Catalyst,
12077,5716,FeWO4,50,Co-catalyst,
12078,5716,H2O,,Reductant,
12079,5717,g-C3N4,,Catalyst,
12080,5717,FeWO4,80,Co-catalyst,
12081,5717,H2O,,Reductant,
12082,5718,FeWO4,,Catalyst,
12083,5718,H2O,,Reductant,
12084,5719,g-C3N4,,Catalyst,
12085,5719,H2O,,Reductant,
12086,5720,Cs4PbBr6,,Catalyst,
12087,5720,Co,2.0,Dopant,
12088,5720,MeOH,,Reductant,
12089,5721,Cs4PbBr6,,Catalyst,
12090,5721,Co,1.0,Dopant,
12091,5721,MeOH,,Reductant,
12092,5722,Cs4PbBr6,,Catalyst,
12093,5722,Co,0.5,Dopant,
12094,5722,MeOH,,Reductant,
12095,5723,Cs4PbBr6,,Catalyst,
12096,5723,MeOH,,Reductant,
12097,5724,g-C3N4,,Catalyst,
12098,5724,H2O,,Reductant,
12099,5725,g-C3N4,,Catalyst,
12100,5725,H2O,,Reductant,
12101,5726,g-C3N4,,Catalyst,
12102,5726,H2O,,Reductant,
12103,5727,g-C3N4,,Catalyst,
12104,5727,H2O,,Reductant,
12105,5728,Co3O4,,Catalyst,
12106,5728,H2O,,Reductant,
12107,5729,Co3O4,,Catalyst,
12108,5729,H2O,,Reductant,
12109,5730,Co3O4,,Catalyst,
12110,5730,H2O,,Reductant,
12111,5731,Co3O4,,Catalyst,
12112,5731,H2O,,Reductant,
12113,5732,Co3O4,,Catalyst,
12114,5732,H2O,,Reductant,
12115,5733,Co3O4,,Catalyst,
12116,5733,H2O,,Reductant,
12117,5734,Al2O3,,Catalyst,
12118,5734,Pd,0,Co-catalyst,
12119,5734,H2O,,Reductant,
12120,5735,WO3,,Catalyst,
12121,5735,H2O,,Reductant,
12122,5736,WO3,,Catalyst,
12123,5736,Pd,1,Co-catalyst,
12124,5736,H2O,,Reductant,
12125,5737,TiO2,,Catalyst,Anatase
12126,5737,MnOx,0,Co-catalyst,Anatase
12127,5737,Pt,0.0,Co-catalyst,Anatase
12128,5737,H2O,,Reductant,Anatase
12129,5738,TiO2,,Catalyst,Anatase
12130,5738,Pt,0,Co-catalyst,Anatase
12131,5738,H2O,,Reductant,Anatase
12132,5739,TiO2,,Catalyst,Anatase
12133,5739,MnOx,0,Co-catalyst,Anatase
12134,5739,H2O,,Reductant,Anatase
12135,5740,TiO2,,Catalyst,Anatase
12136,5740,H2O,,Reductant,Anatase
12137,5741,g-C3N4,,Catalyst,
12138,5741,Pt,0,Co-catalyst,
12139,5741,B,0.0,Co-catalyst,
12140,5741,H2O,,Reductant,
12141,5742,g-C3N4,,Catalyst,
12142,5742,Pt,0,Co-catalyst,
12143,5742,B,0.0,Co-catalyst,
12144,5742,H2O,,Reductant,
12145,5743,g-C3N4,,Catalyst,
12146,5743,Pt,0,Co-catalyst,
12147,5743,B,0.0,Co-catalyst,
12148,5743,H2O,,Reductant,
12149,5744,g-C3N4,,Catalyst,
12150,5744,Pt,0,Co-catalyst,
12151,5744,H2O,,Reductant,
12152,5745,g-C3N4,,Catalyst,
12153,5745,H2O,,Reductant,
12154,5746,Bi2O2CO3,,Catalyst,
12155,5746,Bi,0,Co-catalyst,
12156,5746,Bi2WO6,0.0,Co-catalyst,
12157,5746,H2O,,Reductant,
12158,5747,Bi2O2CO3,,Catalyst,
12159,5747,Bi,0,Co-catalyst,
12160,5747,Bi2WO6,0.0,Co-catalyst,
12161,5747,H2O,,Reductant,
12162,5748,Bi2O2CO3,,Catalyst,
12163,5748,Bi,0,Co-catalyst,
12164,5748,Bi2WO6,0.0,Co-catalyst,
12165,5748,H2O,,Reductant,
12166,5749,Bi2O2CO3,,Catalyst,
12167,5749,Bi,0,Co-catalyst,
12168,5749,Bi2WO6,0.0,Co-catalyst,
12169,5749,H2O,,Reductant,
12170,5750,Bi2O2CO3,,Catalyst,
12171,5750,Bi,0,Co-catalyst,
12172,5750,Bi2WO6,0.0,Co-catalyst,
12173,5750,H2O,,Reductant,
12174,5751,g-C3N4,,Catalyst,
12175,5751,"Cr, Fe & B",0.0,Dopant,
12176,5751,H2O,,Reductant,
12177,5752,g-C3N4,,Catalyst,
12178,5752,Cr & B,0.0,Dopant,
12179,5752,H2O,,Reductant,
12180,5753,g-C3N4,,Catalyst,
12181,5753,Fe & B,0.0,Dopant,
12182,5753,H2O,,Reductant,
12183,5754,g-C3N4,,Catalyst,
12184,5754,B,0.0,Dopant,
12185,5754,H2O,,Reductant,
12186,5755,g-C3N4,,Catalyst,
12187,5755,H2O,,Reductant,
12188,5756,CsPbBr3,,Catalyst,
12189,5756,Ethyl Acetate,,Reductant,
12190,5757,CsPbBr3,,Catalyst,
12191,5757,Ethyl Acetate,,Reductant,
12192,5758,CsPbBr3,,Catalyst,
12193,5758,Ethyl Acetate,,Reductant,
12194,5759,NH2-UiO-66,,Catalyst,
12195,5759,CD,0,Co-catalyst,
12196,5759,TEOA,,Reductant,
12197,5760,NH2-UiO-66,,Catalyst,
12198,5760,CD,0,Co-catalyst,
12199,5760,TEOA,,Reductant,
12200,5761,NH2-UiO-66,,Catalyst,
12201,5761,TEOA,,Reductant,
12202,5762,TiO2,,Catalyst,Mix
12203,5762,CNT,47.5,Co-catalyst,Mix
12204,5762,Cu,5.0,Dopant,Mix
12205,5762,H2O,,Reductant,Mix
12206,5763,TiO2,,Catalyst,Mix
12207,5763,CNT,49,Co-catalyst,Mix
12208,5763,Cu,2.0,Dopant,Mix
12209,5763,H2O,,Reductant,Mix
12210,5764,TiO2,,Catalyst,Mix
12211,5764,CNT,49.5,Co-catalyst,Mix
12212,5764,Cu,1.0,Dopant,Mix
12213,5764,H2O,,Reductant,Mix
12214,5765,TiO2,,Catalyst,Mix
12215,5765,CNT,80,Co-catalyst,Mix
12216,5765,H2O,,Reductant,Mix
12217,5766,TiO2,,Catalyst,Mix
12218,5766,CNT,20,Co-catalyst,Mix
12219,5766,H2O,,Reductant,Mix
12220,5767,TiO2,,Catalyst,Mix
12221,5767,CNT,50,Co-catalyst,Mix
12222,5767,H2O,,Reductant,Mix
12223,5768,TiO2,,Catalyst,Mix
12224,5768,H2O,,Reductant,Mix
12225,5769,S-CTFs,,Catalyst,
12226,5769,SnS2,0,Co-catalyst,
12227,5769,TEOA,,Reductant,
12228,5770,S-CTF,,Catalyst,
12229,5770,TEOA,,Reductant,
12230,5771,SnS2,,Catalyst,
12231,5771,TEOA,,Reductant,
12232,5772,TiO2,,Catalyst,Anatase
12233,5772,Cu-Pt,0,Co-catalyst,Anatase
12234,5772,CuO,0.0,Co-catalyst,Anatase
12235,5772,H2O,,Reductant,Anatase
12236,5773,TiO2,,Catalyst,Anatase
12237,5773,Cu2O,0,Co-catalyst,Anatase
12238,5773,H2O,,Reductant,Anatase
12239,5774,TiO2,,Catalyst,Anatase
12240,5774,H2O,,Reductant,Anatase
12241,5775,CdS,,Catalyst,
12242,5775,Graphdiyne,0,Co-catalyst,
12243,5775,H2O,,Reductant,
12244,5776,CdS,,Catalyst,
12245,5776,Graphene,0,Co-catalyst,
12246,5776,H2O,,Reductant,
12247,5777,CdS,,Catalyst,
12248,5777,H2O,,Reductant,
12249,5778,BiOBr,,Catalyst,
12250,5778,Bi12SiO20,0,Co-catalyst,
12251,5778,H2O,,Reductant,
12252,5779,BiOBr,,Catalyst,
12253,5779,H2O,,Reductant,
12254,5780,g-C3N4,,Catalyst,
12255,5780,TS-1,0,Co-catalyst,
12256,5780,Ag,2.0,Dopant,
12257,5780,H2O,,Reductant,
12258,5781,g-C3N4,,Catalyst,
12259,5781,TS-1,0,Co-catalyst,
12260,5781,ag,1.5,Dopant,
12261,5781,H2O,,Reductant,
12262,5782,g-C3N4,,Catalyst,
12263,5782,TS-1,0,Co-catalyst,
12264,5782,Ag,1.0,Dopant,
12265,5782,H2O,,Reductant,
12266,5783,g-C3N4,,Catalyst,
12267,5783,TS-1,0,Co-catalyst,
12268,5783,H2O,,Reductant,
12269,5784,g-C3N4,,Catalyst,
12270,5784,TS-1,0,Co-catalyst,
12271,5784,H2O,,Reductant,
12272,5785,g-C3N4,,Catalyst,
12273,5785,TS-1,0,Co-catalyst,
12274,5785,H2O,,Reductant,
12275,5786,g-C3N4,,Catalyst,
12276,5786,TS-1,0,Co-catalyst,
12277,5786,H2O,,Reductant,
12278,5787,TS-1,,Catalyst,
12279,5787,H2O,,Reductant,
12280,5788,K2Ti6O13,,Catalyst,
12281,5788,Ag,1,Co-catalyst,
12282,5788,MnOx,1.0,Co-catalyst,
12283,5788,H2O,,Reductant,
12284,5789,K2Ti6O13,,Catalyst,
12285,5789,MnOx,1,Co-catalyst,
12286,5789,Ag,1.0,Co-catalyst,
12287,5789,H2O,,Reductant,
12288,5790,K2Ti6O13,,Catalyst,
12289,5790,Ag,1,Co-catalyst,
12290,5790,MnOx,1.0,Co-catalyst,
12291,5790,H2O,,Reductant,
12292,5791,K2Ti6O13,,Catalyst,
12293,5791,Ag,1,Co-catalyst,
12294,5791,MnOx,0.09,Co-catalyst,
12295,5791,H2O,,Reductant,
12296,5792,K2Ti6O13,,Catalyst,
12297,5792,Ag,1,Co-catalyst,
12298,5792,H2O,,Reductant,
12299,5793,K2Ti6O13,,Catalyst,
12300,5793,H2O,,Reductant,
12301,5794,TiO2,,Catalyst,P25
12302,5794,TEOA & MeCN,,Reductant,P25
12303,5795,TiO2,,Catalyst,Mix
12304,5795,C,42.8,Co-catalyst,Mix
12305,5795,N,0.9,Dopant,Mix
12306,5795,TEOA & MeCN,,Reductant,Mix
12307,5796,TiO2,,Catalyst,Mix
12308,5796,C,72.3,Co-catalyst,Mix
12309,5796,N,1.8,Dopant,Mix
12310,5796,TEOA & MeCN,,Reductant,Mix
12311,5797,TiO2,,Catalyst,Mix
12312,5797,C,67.7,Co-catalyst,Mix
12313,5797,N,3.1,Dopant,Mix
12314,5797,TEOA & MeCN,,Reductant,Mix
12315,5798,TiO2,,Catalyst,Mix
12316,5798,C,67.5,Co-catalyst,Mix
12317,5798,N,4.3,Dopant,Mix
12318,5798,TEOA & MeCN,,Reductant,Mix
12319,5799,TiO2,,Catalyst,Anatase
12320,5799,H2O,,Reductant,Anatase
12321,5800,TiO2,,Catalyst,Anatase
12322,5800,CdS,33,Co-catalyst,Anatase
12323,5800,H2O,,Reductant,Anatase
12324,5801,TiO2,,Catalyst,Anatase
12325,5801,CdS,50,Co-catalyst,Anatase
12326,5801,H2O,,Reductant,Anatase
12327,5802,TiO2,,Catalyst,Anatase
12328,5802,CdS,66,Co-catalyst,Anatase
12329,5802,H2O,,Reductant,Anatase
12330,5803,CdS,,Catalyst,
12331,5803,H2O,,Reductant,
12332,5804,K2Ti6O13,,Catalyst,
12333,5804,H2O,,Reductant,
12334,5805,g-C3N4,,Catalyst,
12335,5805,TiO2,0,Co-catalyst,
12336,5805,H2O,,Reductant,
12337,5806,g-C3N4,,Catalyst,
12338,5806,TiO2,0,Co-catalyst,
12339,5806,H2O,,Reductant,
12340,5807,g-C3N4,,Catalyst,
12341,5807,TiO2,0,Co-catalyst,
12342,5807,H2O,,Reductant,
12343,5808,g-C3N4,,Catalyst,
12344,5808,TiO2,0,Co-catalyst,
12345,5808,H2O,,Reductant,
12346,5809,g-C3N4,,Catalyst,
12347,5809,H2O,,Reductant,
12348,5810,g-C3N4,,Catalyst,
12349,5810,H2O,,Reductant,
12350,5811,Cu2O,,Catalyst,
12351,5811,Cu,0,Co-catalyst,
12352,5811,H2O,,Reductant,
12353,5812,Cu2O,,Catalyst,
12354,5812,Cu,0,Co-catalyst,
12355,5812,H2O,,Reductant,
12356,5813,Cu2O,,Catalyst,
12357,5813,Cu,0,Co-catalyst,
12358,5813,H2O,,Reductant,
12359,5814,Cu2O,,Catalyst,
12360,5814,Cu,0,Co-catalyst,
12361,5814,H2O,,Reductant,
12362,5815,BiOI,,Catalyst,
12363,5815,H2O,,Reductant,
12364,5816,BiOBr,,Catalyst,
12365,5816,H2O,,Reductant,
12366,5817,BiOCl,,Catalyst,
12367,5817,H2O,,Reductant,
12368,5818,BiOF,,Catalyst,
12369,5818,H2O,,Reductant,
12370,5819,FeCoS2-Co9S8,,Catalyst,
12371,5819,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12372,5819,TEOA,,Reductant,
12373,5820,FeCoS-CoS1.97,,Catalyst,
12374,5820,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12375,5820,TEOA,,Reductant,
12376,5821,FeCoS2-CoS2,,Catalyst,
12377,5821,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12378,5821,TEOA,,Reductant,
12379,5822,FeSx-CoS2,,Catalyst,
12380,5822,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12381,5822,TEOA,,Reductant,
12382,5823,CdS,,Catalyst,
12383,5823,H2O,,Reductant,
12384,5824,CdS,,Catalyst,
12385,5824,CuGaS2,33,Co-catalyst,
12386,5824,H2O,,Reductant,
12387,5825,CuGaS2,,Catalyst,
12388,5825,CdS,50,Co-catalyst,
12389,5825,H2O,,Reductant,
12390,5826,CuGaS2,,Catalyst,
12391,5826,CdS,33,Co-catalyst,
12392,5826,H2O,,Reductant,
12393,5827,CuGaS2,,Catalyst,
12394,5827,H2O,,Reductant,
12395,5828,4NiMOF,,Catalyst,
12396,5828,g-C3N4,0,Co-catalyst,
12397,5828,H2O,,Reductant,
12398,5829,4NiMOF,,Catalyst,
12399,5829,g-C3N4,0,Co-catalyst,
12400,5829,H2O,,Reductant,
12401,5830,g-C3N4,,Catalyst,
12402,5830,H2O,,Reductant,
12403,5831,TiO2,,Catalyst,Mix
12404,5831,C,0,Co-catalyst,Mix
12405,5831,rGO,0.0,Co-catalyst,Mix
12406,5831,H2O,,Reductant,Mix
12407,5832,TiO2,,Catalyst,Mix
12408,5832,C,0,Co-catalyst,Mix
12409,5832,H2O,,Reductant,Mix
12410,5833,TiO2,,Catalyst,Mix
12411,5833,rGO,0,Co-catalyst,Mix
12412,5833,C,0.0,Co-catalyst,Mix
12413,5833,H2O,,Reductant,Mix
12414,5834,TiO2,,Catalyst,Mix
12415,5834,H2O,,Reductant,Mix
12416,5835,TiO2,,Catalyst,Anatase
12417,5835,H2O,,Reductant,Anatase
12418,5836,TiO2,,Catalyst,Anatase
12419,5836,H2O,,Reductant,Anatase
12420,5837,TiO2,,Catalyst,Anatase
12421,5837,H2O,,Reductant,Anatase
12422,5838,ZnO,,Catalyst,
12423,5838,H2O,,Reductant,
12424,5839,ZnO,,Catalyst,
12425,5839,H2O,,Reductant,
12426,5840,ZnO,,Catalyst,
12427,5840,H2O,,Reductant,
12428,5841,Bi2Sn2O7,,Catalyst,
12429,5841,H2O,,Reductant,
12430,5842,Bi2Sn2O7,,Catalyst,
12431,5842,H2O,,Reductant,
12432,5843,SiO2,,Catalyst,
12433,5843,Ni,0,Co-catalyst,
12434,5843,TiO2,0.0,Co-catalyst,
12435,5843,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12436,5843,TEOA,,Reductant,
12437,5844,SiO2,,Catalyst,
12438,5844,Ni,0,Co-catalyst,
12439,5844,TiO2,0.0,Co-catalyst,
12440,5844,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12441,5844,TEOA,,Reductant,
12442,5845,SiO2,,Catalyst,
12443,5845,Ni,0,Co-catalyst,
12444,5845,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12445,5845,TEOA,,Reductant,
12446,5846,TiO2,,Catalyst,Mix
12447,5846,SiO2,0,Co-catalyst,Mix
12448,5846,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,Mix
12449,5846,TEOA,,Reductant,Mix
12450,5847,UiO-67,,Catalyst,
12451,5847,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12452,5847,H2O,,Reductant,
12453,5848,UiO-67,,Catalyst,
12454,5848,Re,0,Co-catalyst,
12455,5848,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12456,5848,H2O,,Reductant,
12457,5849,UiO-67,,Catalyst,
12458,5849,Co,0,Co-catalyst,
12459,5849,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12460,5849,H2O,,Reductant,
12461,5850,g-C3N4,,Catalyst,
12462,5850,H2O,,Reductant,
12463,5851,g-C3N4,,Catalyst,
12464,5851,H2O,,Reductant,
12465,5852,g-C3N4,,Catalyst,
12466,5852,H2O,,Reductant,
12467,5853,g-C3N4,,Catalyst,
12468,5853,H2O,,Reductant,
12469,5854,g-C3N4,,Catalyst,
12470,5854,H2O,,Reductant,
12471,5855,N-C,,Catalyst,
12472,5855,Fe,0,Co-catalyst,
12473,5855,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12474,5855,TEOA,,Reductant,
12475,5856,Fe2+,,Catalyst,
12476,5856,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12477,5856,TEOA,,Reductant,
12478,5857,N-C,,Catalyst,
12479,5857,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12480,5857,TEOA,,Reductant,
12481,5858,N-C,,Catalyst,
12482,5858,Fe2+,0,Co-catalyst,
